bus,direction,stop_id,stop
251,1,26,565
251,1,27,566
251,1,28,567
251,1,29,568
251,1,30,569
251,1,31,1704
251,1,32,1705
251,1,33,1706
251,1,34,1707
251,2,0,1708
251,2,1,1709
251,2,2,1710
251,2,3,1711
251,2,4,592
251,2,5,593
251,2,6,594
251,2,7,595
251,2,8,596
251,2,9,597
251,2,10,598
251,2,11,599
251,2,12,600
251,2,13,601
251,2,14,602
251,2,15,603
251,2,16,604
251,2,17,605
251,2,18,606
251,2,19,607
251,2,20,608
251,2,21,609
251,2,22,610
251,2,23,611
251,2,24,612
251,2,25,613
251,2,26,614
251,2,27,615
251,2,28,616
251,2,29,617
251,2,30,618
251,2,31,373
251,2,32,374
251,2,33,375
251,2,34,506
