ind,type,start,bl1,bs1,dir1,dist1,bl2,bs2,dir2,dist2,walk
54861,2,291,L261,619,1,678,L9,41,2,5069,271
54861,2,291,L261,294,2,2660,L9,41,2,9576,600
54861,2,291,L261,296,2,3610,L9,41,2,5894,586
54861,2,291,L262,619,1,678,L10,41,1,5077,220
54861,2,291,L262,619,1,678,L13,41,2,5516,590
54861,2,291,L262,619,1,678,L9,41,2,5069,271
54861,2,291,L262,294,2,2660,L9,41,2,9576,600
54861,2,291,L262,296,2,3610,L9,41,2,5894,586
54861,2,291,L17,32,2,5742,L10,42,1,7014,734
54861,2,291,L17,31,2,5742,L10,42,1,6051,737
54861,2,291,L17,297,2,4332,L13,42,2,5906,1139
54861,2,291,L17,66,2,5183,L13,42,2,5280,935
54861,2,291,L17,297,2,4332,L10,42,1,5467,832
54861,2,291,L26,619,1,678,L10,42,1,5467,545
54861,2,291,L26,619,1,678,L13,42,2,5906,915
54861,2,291,L261,619,1,678,L10,42,1,5467,545
54861,2,291,L261,619,1,678,L13,42,2,5906,915
54861,2,291,L262,619,1,678,L10,42,1,5467,545
54861,2,291,L262,619,1,678,L13,42,2,5906,915
54861,2,291,L17,31,2,5742,L14,189,1,6263,1190
54861,2,291,L17,66,2,5183,L14,189,1,5132,854
54861,2,291,L26,619,1,678,L14,189,1,5132,859
54861,2,291,L261,619,1,678,L14,189,1,5132,859
54861,2,291,L262,619,1,678,L14,189,1,5132,859
54861,2,291,L17,297,2,4332,L43,406,1,5052,671
54861,2,291,L17,297,2,4332,L5,406,1,5052,671
54861,2,291,L17,297,2,4332,L22,406,1,4865,659
54861,2,291,L17,297,2,4332,L27,406,1,4865,659
54861,2,291,L17,31,2,5742,L5,406,1,6183,715
54861,2,291,L26,619,1,678,L5,406,1,5052,384
54861,2,291,L26,297,2,3897,L43,406,1,5052,671
54861,2,291,L26,297,2,3897,L5,406,1,5052,671
54861,2,291,L26,297,2,3897,L22,406,1,4865,659
54861,2,291,L26,297,2,3897,L27,406,1,4865,659
54861,2,291,L261,619,1,678,L5,406,1,5052,384
54861,2,291,L261,297,2,3897,L43,406,1,5052,671
54861,2,291,L261,297,2,3897,L5,406,1,5052,671
54861,2,291,L261,297,2,3897,L22,406,1,4865,659
54861,2,291,L261,297,2,3897,L27,406,1,4865,659
54861,2,291,L262,619,1,678,L5,406,1,5052,384
54861,2,291,L262,297,2,3897,L43,406,1,5052,671
54861,2,291,L262,297,2,3897,L5,406,1,5052,671
54861,2,291,L262,297,2,3897,L22,406,1,4865,659
54861,2,291,L262,297,2,3897,L27,406,1,4865,659
54861,2,291,L17,297,2,4332,L43,407,1,5411,1008
54861,2,291,L17,297,2,4332,L5,407,1,5411,1008
54861,2,291,L17,297,2,4332,L22,407,1,5224,996
54861,2,291,L17,297,2,4332,L27,407,1,5224,996
54861,2,291,L17,31,2,5742,L5,407,1,6542,1052
54861,2,291,L26,619,1,678,L5,407,1,5411,721
54861,2,291,L26,297,2,3897,L43,407,1,5411,1008
54861,2,291,L26,297,2,3897,L5,407,1,5411,1008
54861,2,291,L26,297,2,3897,L22,407,1,5224,996
54861,2,291,L26,297,2,3897,L27,407,1,5224,996
54861,2,291,L261,619,1,678,L5,407,1,5411,721
54861,2,291,L261,297,2,3897,L43,407,1,5411,1008
54861,2,291,L261,297,2,3897,L5,407,1,5411,1008
54861,2,291,L261,297,2,3897,L22,407,1,5224,996
54861,2,291,L261,297,2,3897,L27,407,1,5224,996
54861,2,291,L262,619,1,678,L5,407,1,5411,721
54861,2,291,L262,297,2,3897,L43,407,1,5411,1008
54861,2,291,L262,297,2,3897,L5,407,1,5411,1008
54861,2,291,L262,297,2,3897,L22,407,1,5224,996
54861,2,291,L262,297,2,3897,L27,407,1,5224,996
54861,2,291,L17,297,2,4332,L66,1658,1,5415,1568
54861,2,291,L17,31,2,5742,L66,1658,1,6546,1612
54861,2,291,L26,619,1,678,L66,1658,1,5415,1281
54861,2,291,L26,297,2,3897,L66,1658,1,5415,1568
54861,2,291,L261,619,1,678,L66,1658,1,5415,1281
54861,2,291,L261,297,2,3897,L66,1658,1,5415,1568
54861,2,291,L262,619,1,678,L66,1658,1,5415,1281
54861,2,291,L262,297,2,3897,L66,1658,1,5415,1568
54861,2,291,L17,297,2,4332,L66,1659,1,5817,1962
54861,2,291,L17,31,2,5742,L66,1659,1,6948,2006
54861,2,291,L26,619,1,678,L66,1659,1,5817,1675
54861,2,291,L26,297,2,3897,L66,1659,1,5817,1962
54861,2,291,L261,619,1,678,L66,1659,1,5817,1675
54861,2,291,L261,297,2,3897,L66,1659,1,5817,1962
54861,2,291,L262,619,1,678,L66,1659,1,5817,1675
54861,2,291,L262,297,2,3897,L66,1659,1,5817,1962
54861,2,858,L28,771,1,1423,L10,40,1,4752,470
54861,2,858,L28,771,1,1423,L13,40,2,4778,622
54861,2,858,L28,771,1,1423,L5,40,1,4716,470
54861,2,858,L28,771,1,1423,L66,40,1,5021,470
54861,2,858,L28,771,1,1423,L9,40,2,5101,870
54861,2,858,L28,860,2,2591,L9,40,2,9072,996
54861,2,858,L28,771,1,1423,L10,41,1,5077,74
54861,2,858,L28,771,1,1423,L13,41,2,5103,226
54861,2,858,L28,771,1,1423,L9,41,2,5605,474
54861,2,858,L28,860,2,2591,L9,41,2,9576,600
54861,2,858,L28,771,1,1423,L10,42,1,5467,399
54861,2,858,L28,771,1,1423,L13,42,2,5493,551
54861,2,858,L28,771,1,1423,L14,189,1,5132,713
54861,2,858,L28,771,1,1423,L5,406,1,5052,238
54861,2,858,L28,771,1,1423,L5,407,1,5411,575
54861,2,858,L28,771,1,1423,L66,1658,1,5415,1135
54861,2,858,L28,771,1,1423,L66,1659,1,5817,1529
54895,2,291,L17,32,2,5742,L16,230,1,7954,619
54895,2,291,L17,31,2,5742,L16,230,1,6991,622
54895,2,291,L17,297,2,4332,L16,230,1,6407,717
54895,2,291,L26,619,1,678,L16,230,1,6407,430
54895,2,291,L261,619,1,678,L16,230,1,6407,430
54895,2,291,L262,619,1,678,L16,230,1,6407,430
54895,2,291,L17,32,2,5742,L16,231,1,8355,409
54895,2,291,L17,31,2,5742,L16,231,1,7392,412
54895,2,291,L17,297,2,4332,L16,231,1,6808,507
54895,2,291,L26,619,1,678,L16,231,1,6808,220
54895,2,291,L261,619,1,678,L16,231,1,6808,220
54895,2,291,L262,619,1,678,L16,231,1,6808,220
54895,2,291,L17,32,2,5742,L16,232,1,8865,810
54895,2,291,L17,31,2,5742,L16,232,1,7902,813
54895,2,291,L17,297,2,4332,L16,232,1,7318,908
54895,2,291,L26,619,1,678,L16,232,1,7318,621
54895,2,291,L261,619,1,678,L16,232,1,7318,621
54895,2,291,L262,619,1,678,L16,232,1,7318,621
54895,2,858,L28,771,1,1423,L16,230,1,6407,284
54895,2,858,L28,771,1,1423,L16,231,1,6808,74
54895,2,858,L28,771,1,1423,L16,232,1,7318,475
55151,1,109,L7,1691,2,7768,NONE,-1,-1,-1,747
55151,1,109,L7,1692,2,8451,NONE,-1,-1,-1,526
55151,2,107,L12,32,1,9654,L2,343,1,1654,2250
55151,2,107,L12,32,1,9654,L2,344,1,1958,2028
55151,2,107,L12,32,1,9654,L2,345,1,2312,1724
55151,2,107,L12,32,1,9654,L2,346,1,3147,1370
55151,2,107,L12,32,1,9654,L2,349,1,4116,1791
55151,2,107,L12,32,1,9654,L2,350,1,4322,1819
55151,2,107,L12,16,1,6415,L9,1691,1,4268,2037
55151,2,107,L12,66,1,7781,L9,1691,1,4870,1547
55151,2,107,L12,16,1,6415,L9,1692,1,4951,1816
55151,2,107,L12,66,1,7781,L9,1692,1,5553,1326
55151,2,109,L13,16,2,7767,L9,1691,1,4268,1452
55151,2,109,L13,180,2,8827,L9,1691,1,4870,1142
55151,2,109,L13,35,2,9677,L9,1691,1,6313,1090
55151,2,109,L13,37,2,10927,L9,1691,1,7506,792
55151,2,109,L13,39,2,12149,L9,1691,1,8502,970
55151,2,109,L13,41,2,12870,L9,1691,1,10026,747
55151,2,109,L13,44,2,14245,L9,1691,1,11919,1494
55151,2,109,L13,45,2,15321,L9,1691,1,12435,1700
55151,2,109,L13,187,2,17148,L9,1691,1,13019,1049
55151,2,109,L13,48,2,17980,L9,1691,1,13475,945
55151,2,109,L18,319,2,4601,L9,1691,1,3202,1008
55151,2,109,L18,321,2,5474,L9,1691,1,3870,1086
55151,2,109,L18,180,2,6857,L9,1691,1,4870,1142
55151,2,109,L18,35,2,7685,L9,1691,1,6313,1090
55151,2,109,L13,16,2,7767,L9,1692,1,4951,1231
55151,2,109,L13,180,2,8827,L9,1692,1,5553,921
55151,2,109,L13,35,2,9677,L9,1692,1,6996,869
55151,2,109,L13,37,2,10927,L9,1692,1,8189,571
55151,2,109,L13,39,2,12149,L9,1692,1,9185,749
55151,2,109,L13,41,2,12870,L9,1692,1,10709,526
55151,2,109,L13,44,2,14245,L9,1692,1,12602,1273
55151,2,109,L13,45,2,15321,L9,1692,1,13118,1479
55151,2,109,L13,187,2,17148,L9,1692,1,13702,828
55151,2,109,L13,48,2,17980,L9,1692,1,14158,724
55151,2,109,L18,319,2,4601,L9,1692,1,3885,787
55151,2,109,L18,321,2,5474,L9,1692,1,4553,865
55151,2,109,L18,180,2,6857,L9,1692,1,5553,921
55151,2,109,L18,35,2,7685,L9,1692,1,6996,869
55188,1,172,L18,319,2,5572,NONE,-1,-1,-1,1294
55188,1,172,L7,319,2,5537,NONE,-1,-1,-1,1294
55188,1,172,L7,1328,2,6025,NONE,-1,-1,-1,1033
55188,1,172,L7,1329,2,6356,NONE,-1,-1,-1,660
55188,1,172,L7,1330,2,6681,NONE,-1,-1,-1,992
55188,2,105,L12,16,1,7246,L36,314,1,1626,1738
55188,2,105,L12,66,1,8612,L36,314,1,2018,1468
55188,2,105,L12,16,1,7246,L4,1328,1,1554,1490
55188,2,105,L12,16,1,7246,L9,1328,1,1554,1490
55188,2,105,L12,66,1,8612,L4,1328,1,2156,1000
55188,2,105,L12,66,1,8612,L9,1328,1,2156,1000
55188,2,105,L12,31,1,9171,L4,1328,1,3287,1336
55188,2,105,L12,16,1,7246,L4,1329,1,1885,1117
55188,2,105,L12,16,1,7246,L9,1329,1,1885,1117
55188,2,105,L12,66,1,8612,L4,1329,1,2487,627
55188,2,105,L12,66,1,8612,L9,1329,1,2487,627
55188,2,105,L12,31,1,9171,L4,1329,1,3618,963
55188,2,105,L12,16,1,7246,L4,1330,1,2210,1449
55188,2,105,L12,16,1,7246,L9,1330,1,2210,1449
55188,2,105,L12,66,1,8612,L4,1330,1,2812,959
55188,2,105,L12,66,1,8612,L9,1330,1,2812,959
55188,2,105,L12,31,1,9171,L4,1330,1,3943,1295
55188,2,172,L13,16,2,8738,L36,314,1,1626,1986
55188,2,172,L13,180,2,9798,L36,314,1,2018,1552
55188,2,172,L13,177,2,4715,L36,319,2,1358,1985
55188,2,172,L13,179,2,6099,L36,319,2,1358,1673
55188,2,172,L13,16,2,8738,L4,1328,1,1554,1738
55188,2,172,L13,16,2,8738,L9,1328,1,1554,1738
55188,2,172,L13,180,2,9798,L4,1328,1,2156,1428
55188,2,172,L13,180,2,9798,L9,1328,1,2156,1428
55188,2,172,L13,35,2,10648,L9,1328,1,3599,1376
55188,2,172,L13,37,2,11898,L9,1328,1,4792,1078
55188,2,172,L13,39,2,13120,L9,1328,1,5788,1256
55188,2,172,L13,41,2,13841,L9,1328,1,7312,1033
55188,2,172,L13,44,2,15216,L9,1328,1,9205,1780
55188,2,172,L13,45,2,16292,L9,1328,1,9721,1986
55188,2,172,L13,187,2,18119,L9,1328,1,10305,1335
55188,2,172,L13,48,2,18951,L9,1328,1,10761,1231
55188,2,172,L13,16,2,8738,L4,1329,1,1885,1365
55188,2,172,L13,16,2,8738,L9,1329,1,1885,1365
55188,2,172,L13,180,2,9798,L4,1329,1,2487,1055
55188,2,172,L13,180,2,9798,L9,1329,1,2487,1055
55188,2,172,L13,35,2,10648,L9,1329,1,3930,1003
55188,2,172,L13,37,2,11898,L9,1329,1,5123,705
55188,2,172,L13,39,2,13120,L9,1329,1,6119,883
55188,2,172,L13,41,2,13841,L9,1329,1,7643,660
55188,2,172,L13,44,2,15216,L9,1329,1,9536,1407
55188,2,172,L13,45,2,16292,L9,1329,1,10052,1613
55188,2,172,L13,187,2,18119,L9,1329,1,10636,962
55188,2,172,L13,48,2,18951,L9,1329,1,11092,858
55188,2,172,L13,16,2,8738,L4,1330,1,2210,1697
55188,2,172,L13,16,2,8738,L9,1330,1,2210,1697
55188,2,172,L13,180,2,9798,L4,1330,1,2812,1387
55188,2,172,L13,180,2,9798,L9,1330,1,2812,1387
55188,2,172,L13,35,2,10648,L9,1330,1,4255,1335
55188,2,172,L13,37,2,11898,L9,1330,1,5448,1037
55188,2,172,L13,39,2,13120,L9,1330,1,6444,1215
55188,2,172,L13,41,2,13841,L9,1330,1,7968,992
55188,2,172,L13,44,2,15216,L9,1330,1,9861,1739
55188,2,172,L13,45,2,16292,L9,1330,1,10377,1945
55188,2,172,L13,187,2,18119,L9,1330,1,10961,1294
55188,2,172,L13,48,2,18951,L9,1330,1,11417,1190
55218,1,172,L7,388,2,14587,NONE,-1,-1,-1,1053
55218,1,172,L7,1697,2,14110,NONE,-1,-1,-1,754
55218,1,172,L7,1698,2,14388,NONE,-1,-1,-1,774
55218,2,104,L12,85,1,11984,L20,385,2,5161,888
55218,2,104,L12,87,1,14890,L20,385,2,6849,949
55218,2,104,L12,89,1,15725,L20,385,2,9383,1132
55218,2,104,L12,91,1,16539,L20,385,2,10184,1012
55218,2,104,L12,119,1,17122,L20,385,2,11415,1321
55218,2,104,L13,17,2,9342,L6,385,2,6272,1243
55218,2,104,L13,34,2,10690,L6,385,2,7627,1175
55218,2,104,L13,36,2,11803,L6,385,2,8956,1652
55218,2,104,L13,44,2,15607,L6,385,2,12413,1475
55218,2,104,L13,45,2,16683,L6,385,2,12929,1681
55218,2,104,L13,187,2,18510,L6,385,2,13513,1030
55218,2,104,L13,48,2,19342,L6,385,2,13969,926
55218,2,104,L18,180,2,8219,L6,385,2,6272,1338
55218,2,104,L18,324,2,10645,L20,385,2,5961,1043
55218,2,104,L18,87,2,13551,L20,385,2,6849,949
55218,2,104,L18,89,2,14386,L20,385,2,9383,1132
55218,2,104,L18,91,2,15112,L20,385,2,10184,1012
55218,2,104,L18,93,2,15654,L20,385,2,10801,799
55218,2,104,L18,326,2,16307,L20,385,2,11415,760
55218,2,104,L18,328,2,16996,L20,385,2,12056,903
55218,2,104,L18,330,2,17633,L20,385,2,12857,948
55218,2,104,L18,332,2,18409,L20,385,1,0,826
55218,2,104,L18,333,2,18813,L20,385,2,13204,1493
55218,2,104,L12,85,1,11984,L20,386,2,5619,667
55218,2,104,L12,87,1,14890,L20,386,2,7307,728
55218,2,104,L12,89,1,15725,L20,386,2,9841,911
55218,2,104,L12,91,1,16539,L20,386,2,10642,791
55218,2,104,L12,119,1,17122,L20,386,2,11873,1100
55218,2,104,L13,17,2,9342,L6,386,2,6730,1022
55218,2,104,L13,34,2,10690,L6,386,2,8085,954
55218,2,104,L13,36,2,11803,L6,386,2,9414,1431
55218,2,104,L13,44,2,15607,L6,386,2,12871,1254
55218,2,104,L13,45,2,16683,L6,386,2,13387,1460
55218,2,104,L13,187,2,18510,L6,386,2,13971,809
55218,2,104,L13,48,2,19342,L6,386,2,14427,705
55218,2,104,L18,180,2,8219,L6,386,2,6730,1117
55218,2,104,L18,324,2,10645,L20,386,2,6419,822
55218,2,104,L18,87,2,13551,L20,386,2,7307,728
55218,2,104,L18,89,2,14386,L20,386,2,9841,911
55218,2,104,L18,91,2,15112,L20,386,2,10642,791
55218,2,104,L18,93,2,15654,L20,386,2,11259,578
55218,2,104,L18,326,2,16307,L20,386,2,11873,539
55218,2,104,L18,328,2,16996,L20,386,2,12514,682
55218,2,104,L18,330,2,17633,L20,386,2,13315,727
55218,2,104,L18,332,2,18409,L20,386,1,0,605
55218,2,104,L18,333,2,18813,L20,386,2,13662,1272
55218,2,104,L12,85,1,11984,L20,387,2,5897,1125
55218,2,104,L12,87,1,14890,L20,387,2,7585,1186
55218,2,104,L12,89,1,15725,L20,387,2,10119,1369
55218,2,104,L12,91,1,16539,L20,387,2,10920,1249
55218,2,104,L12,119,1,17122,L20,387,2,12151,1558
55218,2,104,L13,17,2,9342,L6,387,2,7008,1480
55218,2,104,L13,34,2,10690,L6,387,2,8363,1412
55218,2,104,L13,36,2,11803,L6,387,2,9692,1889
55218,2,104,L13,44,2,15607,L6,387,2,13149,1712
55218,2,104,L13,45,2,16683,L6,387,2,13665,1918
55218,2,104,L13,187,2,18510,L6,387,2,14249,1267
55218,2,104,L13,48,2,19342,L6,387,2,14705,1163
55218,2,104,L18,180,2,8219,L6,387,2,7008,1575
55218,2,104,L18,324,2,10645,L20,387,2,6697,1280
55218,2,104,L18,87,2,13551,L20,387,2,7585,1186
55218,2,104,L18,89,2,14386,L20,387,2,10119,1369
55218,2,104,L18,91,2,15112,L20,387,2,10920,1249
55218,2,104,L18,93,2,15654,L20,387,2,11537,1036
55218,2,104,L18,326,2,16307,L20,387,2,12151,997
55218,2,104,L18,328,2,16996,L20,387,2,12792,1140
55218,2,104,L18,330,2,17633,L20,387,2,13593,1185
55218,2,104,L18,332,2,18409,L20,387,1,0,1063
55218,2,104,L18,333,2,18813,L20,387,2,13940,1730
55218,2,104,L12,85,1,11984,L20,388,2,6852,1404
55218,2,104,L12,87,1,14890,L20,388,2,8540,1465
55218,2,104,L12,89,1,15725,L20,388,2,11074,1648
55218,2,104,L12,91,1,16539,L20,388,2,11875,1528
55218,2,104,L12,119,1,17122,L20,388,2,13106,1837
55218,2,104,L13,17,2,9342,L6,388,2,7963,1759
55218,2,104,L13,34,2,10690,L6,388,2,9318,1691
55218,2,104,L13,36,2,11803,L6,388,2,10647,2168
55218,2,104,L13,44,2,15607,L6,388,2,14104,1991
55218,2,104,L13,45,2,16683,L6,388,2,14620,2197
55218,2,104,L13,187,2,18510,L6,388,2,15204,1546
55218,2,104,L13,48,2,19342,L6,388,2,15660,1442
55218,2,104,L18,180,2,8219,L6,388,2,7963,1854
55218,2,104,L18,324,2,10645,L20,388,2,7652,1559
55218,2,104,L18,87,2,13551,L20,388,2,8540,1465
55218,2,104,L18,89,2,14386,L20,388,2,11074,1648
55218,2,104,L18,91,2,15112,L20,388,2,11875,1528
55218,2,104,L18,93,2,15654,L20,388,2,12492,1315
55218,2,104,L18,326,2,16307,L20,388,2,13106,1276
55218,2,104,L18,328,2,16996,L20,388,2,13747,1419
55218,2,104,L18,330,2,17633,L20,388,2,14548,1464
55218,2,104,L18,332,2,18409,L20,388,1,0,1342
55218,2,104,L18,333,2,18813,L20,388,2,14895,2009
55507,2,219,L15,16,2,3984,L18,334,2,12140,1716
55507,2,219,L15,17,2,7267,L18,334,2,11604,1195
55507,2,219,L44,17,2,4063,L18,334,2,12140,1424
55507,2,1574,L441,1630,2,4313,L18,334,2,12429,1855
55507,2,1574,L441,17,2,4313,L18,334,2,11604,1445
55512,2,219,L15,16,2,3984,L18,334,2,12140,1716
55512,2,219,L15,17,2,7267,L18,334,2,11604,1195
55512,2,219,L44,17,2,4063,L18,334,2,12140,1424
55512,2,1574,L441,1630,2,4313,L18,334,2,12429,1855
55512,2,1574,L441,17,2,4313,L18,334,2,11604,1445
55700,2,247,L16,32,2,10154,L2,343,1,1422,1557
55700,2,247,L16,32,2,10154,L2,344,1,1726,1335
55700,2,247,L16,32,2,10154,L2,345,1,2080,1031
55700,2,247,L16,32,2,10154,L2,346,1,2915,677
55700,2,247,L16,32,2,10154,L2,349,1,3884,1098
55700,2,247,L16,32,2,10154,L2,350,1,4090,1126
55700,2,247,L16,29,2,8078,L9,1691,1,5795,1011
55700,2,247,L16,29,2,8078,L9,1692,1,6478,790
55845,2,115,L12,16,1,2934,L26,261,1,1993,2006
55845,2,115,L12,16,1,2934,L261,261,1,1993,2006
55845,2,115,L12,16,1,2934,L262,261,1,1993,2006
55845,2,115,L12,17,1,3449,L17,261,1,2214,1716
55845,2,115,L12,66,1,4300,L26,261,1,1993,1851
55845,2,115,L12,66,1,4300,L261,261,1,1993,1851
55845,2,115,L12,66,1,4300,L262,261,1,1993,1851
55845,2,115,L12,31,1,4859,L17,261,1,3345,1967
55845,2,115,L12,17,1,3449,L28,772,1,2007,1642
55845,2,116,L13,16,2,2639,L26,261,1,1993,1872
55845,2,116,L13,16,2,2639,L261,261,1,1993,1872
55845,2,116,L13,16,2,2639,L262,261,1,1993,1872
55845,2,116,L13,17,2,2852,L17,261,1,2214,1582
55845,2,116,L13,180,2,3699,L26,261,1,1993,1553
55845,2,116,L13,180,2,3699,L261,261,1,1993,1553
55845,2,116,L13,180,2,3699,L262,261,1,1993,1553
55845,2,116,L13,17,2,2852,L28,772,1,2007,1508
55845,2,162,L36,619,1,392,L17,261,1,2214,1412
55845,2,162,L36,321,2,2231,L17,261,1,1315,1740
55845,2,162,L36,321,2,2231,L26,261,1,1315,1740
55845,2,162,L36,321,2,2231,L261,261,1,1315,1740
55845,2,162,L36,321,2,2231,L262,261,1,1315,1740
55845,2,162,L36,322,2,2577,L28,772,1,2007,1666
55845,2,175,L18,180,2,5266,L17,261,1,2214,1806
55845,2,175,L18,321,2,3883,L17,261,1,1315,1959
55845,2,175,L18,321,2,3883,L26,261,1,1315,1959
55845,2,175,L18,321,2,3883,L261,261,1,1315,1959
55845,2,175,L18,321,2,3883,L262,261,1,1315,1959
55845,2,175,L18,180,2,5266,L26,261,1,1993,1682
55845,2,175,L18,180,2,5266,L261,261,1,1993,1682
55845,2,175,L18,180,2,5266,L262,261,1,1993,1682
55845,2,175,L7,1691,2,6177,L17,295,2,1280,1295
55845,2,175,L7,1691,2,6177,L26,295,2,1280,1295
55845,2,175,L7,1691,2,6177,L261,295,2,1280,1295
55845,2,175,L7,1691,2,6177,L262,295,2,1280,1295
55845,2,175,L18,322,2,4419,L28,772,1,2007,1885
55845,2,175,L7,1691,2,6177,L28,861,2,2067,1225
55991,2,1573,L44,17,2,4973,L10,35,1,1884,942
55991,2,1573,L44,17,2,4973,L13,35,2,1910,642
55991,2,1573,L44,17,2,4973,L14,35,1,1884,942
55991,2,1573,L44,17,2,4973,L18,35,2,2211,1084
55991,2,1573,L44,17,2,4973,L5,35,1,1884,942
55991,2,1573,L44,17,2,4973,L66,35,1,1884,942
55991,2,1573,L44,17,2,4973,L9,35,2,1697,855
55991,2,1573,L44,17,2,4973,L10,36,1,2648,1007
55991,2,1573,L44,17,2,4973,L13,36,2,2674,707
55991,2,1573,L44,17,2,4973,L14,36,1,2648,1007
55991,2,1573,L44,17,2,4973,L5,36,1,2648,1007
55991,2,1573,L44,17,2,4973,L66,36,1,2648,1007
55991,2,1573,L44,17,2,4973,L9,36,2,2461,920
55991,2,1573,L44,17,2,4973,L18,323,2,3393,1153
55991,2,1573,L44,17,2,4973,L19,336,1,3735,748
55991,2,1573,L44,17,2,4973,L3,949,1,3450,1056
55991,2,1573,L44,17,2,4973,L6,949,1,3663,1056
55991,2,1624,L441,17,2,5284,L10,35,1,1884,632
55991,2,1624,L441,1628,2,4047,L13,35,2,4133,737
55991,2,1624,L441,1629,2,4871,L13,35,2,3147,332
55991,2,1624,L441,17,2,5284,L14,35,1,1884,632
55991,2,1624,L441,1630,2,5284,L18,35,2,2500,955
55991,2,1624,L441,17,2,5284,L18,35,2,1675,545
55991,2,1624,L441,1630,2,5284,L9,35,2,2233,1066
55991,2,1624,L441,17,2,5284,L5,35,1,1884,632
55991,2,1624,L441,17,2,5284,L66,35,1,1884,632
55991,2,1624,L441,17,2,5284,L10,36,1,2648,697
55991,2,1624,L441,1628,2,4047,L13,36,2,4897,802
55991,2,1624,L441,1629,2,4871,L13,36,2,3911,397
55991,2,1624,L441,17,2,5284,L14,36,1,2648,697
55991,2,1624,L441,1630,2,5284,L9,36,2,2997,1131
55991,2,1624,L441,17,2,5284,L5,36,1,2648,697
55991,2,1624,L441,17,2,5284,L66,36,1,2648,697
55991,2,1624,L441,1630,2,5284,L18,323,2,3682,1024
55991,2,1624,L441,17,2,5284,L18,323,2,2857,614
55991,2,1624,L441,17,2,5284,L19,336,1,3735,438
55991,2,1624,L441,17,2,5284,L3,949,1,3450,746
55991,2,1624,L441,17,2,5284,L6,949,1,3663,746
56077,2,248,L16,66,2,8177,L44,1510,1,5840,476
56077,2,248,L16,66,2,8177,L441,1581,1,5840,476
56089,2,399,L9,1692,1,11213,L2,345,1,658,1852
56089,2,399,L9,1692,1,11213,L2,346,1,1493,2206
56089,2,399,L9,1691,1,10530,L2,353,2,823,1995
56089,2,399,L9,1691,1,10530,L2,354,2,1052,1641
56089,2,399,L9,1691,1,10530,L2,355,2,1127,1412
56089,2,399,L9,1692,1,11213,L2,355,2,304,1319
56089,2,399,L9,1691,1,10530,L2,356,2,1348,1336
56089,2,399,L9,1692,1,11213,L2,356,2,525,1243
56089,2,399,L9,1691,1,10530,L2,357,2,1521,1115
56089,2,399,L9,1692,1,11213,L2,357,2,698,1022
56089,2,399,L9,1691,1,10530,L2,358,2,1943,1288
