ind,type,start,bl1,bs1,dir1,dist1,bl2,bs2,dir2,dist2,walk
2194,2,1,L66,38,1,5444,L13,145,1,10235,1282
2194,2,1,L66,36,1,4452,L13,145,1,8998,1420
2194,2,1,L66,18,1,2838,L13,145,1,7156,1017
2194,2,1,L66,35,1,3688,L18,145,1,7577,1329
2194,2,1,L66,18,1,2838,L18,145,1,5764,1017
2194,2,1,L1,5,1,2596,L13,167,1,7092,1619
2194,2,1,L1,5,1,2596,L18,167,1,5700,1619
2194,2,1,L1,13,1,6193,L13,167,1,4133,1299
2194,2,1,L1,15,1,7017,L13,167,1,5130,1677
2194,2,1,L1,16,1,7430,L18,167,1,4173,1819
2194,2,1,L1,16,1,7430,L36,167,1,2980,1819
2194,2,1,L1,18,1,7730,L13,167,1,6167,1114
2194,2,1,L1,18,1,7730,L18,167,1,4775,1114
2194,2,1,L10,18,1,2838,L13,167,1,6167,1114
2194,2,1,L10,18,1,2838,L18,167,1,4775,1114
2194,2,1,L10,18,1,2838,L36,167,1,3372,1334
2194,2,1,L10,35,1,3688,L13,167,1,7610,1457
2194,2,1,L10,35,1,3688,L18,167,1,6218,1457
2194,2,1,L10,37,1,4938,L13,167,1,8803,1159
2194,2,1,L10,39,1,6160,L13,167,1,9799,1337
2194,2,1,L10,41,1,6881,L13,167,1,11323,1114
2194,2,1,L10,43,1,7872,L13,167,1,12038,1114
2194,2,1,L10,45,1,9883,L13,167,1,12776,1551
2194,2,1,L10,46,1,11143,L13,167,1,15081,1587
2194,2,1,L10,47,1,11445,L13,167,1,15871,1414
2194,2,1,L14,189,1,6937,L13,167,1,11323,1753
2194,2,1,L14,39,1,6203,L13,167,1,9799,1337
2194,2,1,L14,37,1,4939,L13,167,1,8803,1159
2194,2,1,L14,35,1,3689,L13,167,1,7610,1457
2194,2,1,L14,18,1,2839,L13,167,1,6167,1114
2194,2,1,L14,18,1,2839,L18,167,1,4775,1114
2194,2,1,L14,18,1,2839,L36,167,1,3372,1334
2194,2,1,L14,35,1,3689,L18,167,1,6218,1457
2194,2,1,L16,5,1,3429,L13,167,1,7610,2138
2194,2,1,L16,18,1,3045,L13,167,1,6167,1114
2194,2,1,L16,18,1,3045,L18,167,1,4775,1114
2194,2,1,L16,18,1,3045,L36,167,1,3372,1334
2194,2,1,L16,5,1,3429,L18,167,1,6218,2138
2194,2,1,L19,336,1,5540,L13,167,1,8009,1378
2194,2,1,L19,18,1,3046,L13,167,1,6167,1114
2194,2,1,L19,89,1,10036,L18,167,1,11938,1508
2194,2,1,L19,86,1,6744,L18,167,1,8125,1214
2194,2,1,L19,336,1,5540,L18,167,1,6588,1393
2194,2,1,L19,18,1,3046,L18,167,1,4775,1114
2194,2,1,L19,18,1,3046,L36,167,1,3372,1334
2194,2,1,L2,344,1,2359,L7,167,1,6418,1923
2194,2,1,L2,346,1,3548,L7,167,1,6418,1264
2194,2,1,L2,348,1,4055,L7,167,1,7145,1514
2194,2,1,L2,350,1,4723,L7,167,1,6148,1721
2194,2,1,L3,5,1,3429,L13,167,1,7610,2138
2194,2,1,L3,18,1,3045,L13,167,1,6167,1114
2194,2,1,L3,5,1,3429,L18,167,1,6218,2138
2194,2,1,L3,18,1,3045,L18,167,1,4775,1114
2194,2,1,L3,18,1,3045,L36,167,1,3372,1334
2194,2,1,L4,18,1,2406,L13,167,1,6167,1114
2194,2,1,L4,18,1,2406,L36,167,2,0,1334
2194,2,1,L4,313,1,3472,L7,167,1,3296,1414
2194,2,1,L4,1329,1,4291,L7,167,1,3726,1171
2194,2,1,L4,1331,1,4846,L7,167,1,4412,1142
2194,2,1,L5,741,1,10693,L13,167,1,15871,1696
2194,2,1,L5,187,1,10053,L13,167,1,15081,1146
2194,2,1,L5,185,1,9447,L13,167,1,14498,1114
2194,2,1,L5,183,1,9102,L13,167,1,14182,1114
2194,2,1,L5,410,1,8517,L13,167,1,13564,1455
2194,2,1,L5,407,1,7215,L13,167,1,12038,2331
2194,2,1,L5,406,1,6856,L13,167,1,11323,1278
2194,2,1,L5,39,1,6160,L13,167,1,9799,1337
2194,2,1,L5,37,1,4938,L13,167,1,8803,1159
2194,2,1,L5,35,1,3688,L13,167,1,7610,1457
2194,2,1,L5,18,1,2838,L13,167,1,6167,1114
2194,2,1,L5,35,1,3688,L18,167,1,6588,1426
2194,2,1,L5,18,1,2838,L18,167,1,4775,1114
2194,2,1,L5,18,1,2838,L36,167,1,3372,1334
2194,2,1,L5,411,1,8769,L13,167,1,14182,1515
2194,2,1,L66,1658,1,7219,L13,167,1,11648,2500
2194,2,1,L66,40,1,6825,L13,167,1,10613,1428
2194,2,1,L66,38,1,5444,L13,167,1,9246,1379
2194,2,1,L66,36,1,4452,L13,167,1,8009,1517
2194,2,1,L66,18,1,2838,L13,167,1,6167,1114
2194,2,1,L66,35,1,3688,L18,167,1,6588,1426
2194,2,1,L66,18,1,2838,L18,167,1,4775,1114
2194,2,1,L66,18,1,2838,L36,167,1,3372,1334
2194,2,1,L1,5,1,2596,L13,168,1,7272,1313
2194,2,1,L1,5,1,2596,L18,168,1,5880,1313
2194,2,1,L1,13,1,6193,L13,168,1,4313,993
2194,2,1,L1,15,1,7017,L13,168,1,5310,1371
2194,2,1,L1,16,1,7430,L18,168,1,4353,1513
2194,2,1,L1,16,1,7430,L36,168,1,3160,1513
2194,2,1,L1,18,1,7730,L13,168,1,6347,808
2194,2,1,L1,18,1,7730,L18,168,1,4955,808
2194,2,1,L10,18,1,2838,L13,168,1,6347,808
2194,2,1,L10,18,1,2838,L18,168,1,4955,808
2194,2,1,L10,18,1,2838,L36,168,1,3552,1028
2194,2,1,L10,35,1,3688,L13,168,1,7790,1151
2194,2,1,L10,35,1,3688,L18,168,1,6398,1151
2194,2,1,L10,37,1,4938,L13,168,1,8983,853
2194,2,1,L10,39,1,6160,L13,168,1,9979,1031
2194,2,1,L10,41,1,6881,L13,168,1,11503,808
2194,2,1,L10,43,1,7872,L13,168,1,12218,808
2194,2,1,L10,45,1,9883,L13,168,1,12956,1245
2194,2,1,L10,46,1,11143,L13,168,1,15261,1281
2194,2,1,L10,47,1,11445,L13,168,1,16051,1108
2194,2,1,L14,189,1,6937,L13,168,1,11503,1447
2194,2,1,L14,39,1,6203,L13,168,1,9979,1031
2194,2,1,L14,37,1,4939,L13,168,1,8983,853
2194,2,1,L14,35,1,3689,L13,168,1,7790,1151
2194,2,1,L14,18,1,2839,L13,168,1,6347,808
2194,2,1,L14,18,1,2839,L18,168,1,4955,808
2194,2,1,L14,18,1,2839,L36,168,1,3552,1028
2194,2,1,L14,35,1,3689,L18,168,1,6398,1151
2194,2,1,L16,5,1,3429,L13,168,1,7790,1832
2194,2,1,L16,18,1,3045,L13,168,1,6347,808
2194,2,1,L16,18,1,3045,L18,168,1,4955,808
2194,2,1,L16,18,1,3045,L36,168,1,3552,1028
2194,2,1,L16,5,1,3429,L18,168,1,6398,1832
2194,2,1,L19,336,1,5540,L13,168,1,8189,1072
2194,2,1,L19,18,1,3046,L13,168,1,6347,808
2194,2,1,L19,89,1,10036,L18,168,1,12118,1202
2194,2,1,L19,86,1,6744,L18,168,1,8305,908
2194,2,1,L19,336,1,5540,L18,168,1,6768,1087
2194,2,1,L19,18,1,3046,L18,168,1,4955,808
2194,2,1,L19,18,1,3046,L36,168,1,3552,1028
2194,2,1,L2,344,1,2359,L7,168,1,6598,1617
2194,2,1,L2,346,1,3548,L7,168,1,6598,958
2194,2,1,L2,348,1,4055,L7,168,1,7325,1208
2194,2,1,L2,350,1,4723,L7,168,1,6328,1415
2194,2,1,L3,5,1,3429,L13,168,1,7790,1832
2194,2,1,L3,18,1,3045,L13,168,1,6347,808
2194,2,1,L3,5,1,3429,L18,168,1,6398,1832
2194,2,1,L3,18,1,3045,L18,168,1,4955,808
2194,2,1,L3,18,1,3045,L36,168,1,3552,1028
2194,2,1,L4,18,1,2406,L13,168,1,6347,808
2194,2,1,L4,18,1,2406,L36,168,2,0,1028
2194,2,1,L4,313,1,3472,L7,168,1,3476,1108
2194,2,1,L4,1329,1,4291,L7,168,1,3906,865
2194,2,1,L4,1331,1,4846,L7,168,1,4592,836
2194,2,1,L5,741,1,10693,L13,168,1,16051,1390
2194,2,1,L5,187,1,10053,L13,168,1,15261,840
2194,2,1,L5,185,1,9447,L13,168,1,14678,808
2194,2,1,L5,183,1,9102,L13,168,1,14362,808
2194,2,1,L5,410,1,8517,L13,168,1,13744,1149
2194,2,1,L5,407,1,7215,L13,168,1,12218,2025
2194,2,1,L5,406,1,6856,L13,168,1,11503,972
2194,2,1,L5,39,1,6160,L13,168,1,9979,1031
2194,2,1,L5,37,1,4938,L13,168,1,8983,853
2194,2,1,L5,35,1,3688,L13,168,1,7790,1151
2194,2,1,L5,18,1,2838,L13,168,1,6347,808
2194,2,1,L5,35,1,3688,L18,168,1,6768,1120
2194,2,1,L5,18,1,2838,L18,168,1,4955,808
2194,2,1,L5,18,1,2838,L36,168,1,3552,1028
2194,2,1,L5,411,1,8769,L13,168,1,14362,1209
2194,2,1,L66,1658,1,7219,L13,168,1,11828,2194
2194,2,1,L66,40,1,6825,L13,168,1,10793,1122
2194,2,1,L66,38,1,5444,L13,168,1,9426,1073
2194,2,1,L66,36,1,4452,L13,168,1,8189,1211
2194,2,1,L66,18,1,2838,L13,168,1,6347,808
2194,2,1,L66,35,1,3688,L18,168,1,6768,1120
2194,2,1,L66,18,1,2838,L18,168,1,4955,808
2194,2,1,L66,18,1,2838,L36,168,1,3552,1028
2194,2,1,L1,10,1,4701,L38,1160,1,3526,1552
2194,2,1,L1,12,1,5674,L38,1160,1,3526,1526
2194,2,1,L1,14,1,6684,L38,1160,1,4615,2112
2194,2,1,L1,16,1,7430,L38,1160,1,5316,1107
2194,2,1,L1,16,1,7430,L36,1160,1,4988,1615
2194,2,1,L10,18,1,2838,L38,1160,1,6153,910
2194,2,1,L10,18,1,2838,L36,1160,1,5380,1130
2194,2,1,L14,18,1,2839,L38,1160,1,6153,910
2194,2,1,L14,18,1,2839,L36,1160,1,5380,1130
2194,2,1,L16,18,1,3045,L38,1160,1,6153,910
2194,2,1,L16,18,1,3045,L36,1160,1,5380,1130
2194,2,1,L19,18,1,3046,L38,1160,1,6153,910
2194,2,1,L19,18,1,3046,L36,1160,1,5380,1130
2194,2,1,L3,18,1,3045,L38,1160,1,6153,910
2194,2,1,L3,18,1,3045,L36,1160,1,5380,1130
2194,2,1,L4,18,1,2406,L36,1160,2,0,1130
2194,2,1,L4,18,1,2406,L38,1160,2,0,910
2194,2,1,L5,18,1,2838,L38,1160,2,0,910
2194,2,1,L5,18,1,2838,L36,1160,1,5380,1130
2194,2,1,L66,18,1,2838,L38,1160,2,0,910
2194,2,1,L66,18,1,2838,L36,1160,1,5380,1130
2194,2,1,L1,10,1,4701,L38,1182,1,1980,2011
2194,2,1,L1,12,1,5674,L38,1182,1,1980,1985
2194,2,1,L1,14,1,6684,L38,1182,1,3069,2571
2194,2,1,L1,16,1,7430,L38,1182,1,3770,1566
2194,2,1,L10,18,1,2838,L38,1182,1,4607,1369
2194,2,1,L14,18,1,2839,L38,1182,1,4607,1369
2194,2,1,L16,18,1,3045,L38,1182,1,4607,1369
2194,2,1,L19,18,1,3046,L38,1182,1,4607,1369
2194,2,1,L3,18,1,3045,L38,1182,1,4607,1369
2194,2,1,L4,18,1,2406,L38,1182,2,0,1369
2194,2,1,L5,18,1,2838,L38,1182,2,0,1369
2194,2,1,L66,18,1,2838,L38,1182,2,0,1369
2194,2,215,L15,3,1,1852,L12,143,2,6082,1223
2194,2,215,L15,18,1,4481,L12,143,2,4951,1223
2194,2,215,L15,216,1,9173,L12,143,2,1491,2008
2194,2,215,L15,3,1,1852,L12,144,2,6471,582
2194,2,215,L15,18,1,4481,L12,144,2,5340,582
2194,2,215,L15,216,1,9173,L12,144,2,1880,1367
2194,2,215,L15,18,1,4481,L13,144,1,6736,582
2194,2,215,L15,18,1,4481,L18,144,1,5344,582
2194,2,215,L15,18,1,4481,L36,144,1,3834,802
2194,2,215,L15,3,1,1852,L12,145,2,6891,971
2194,2,215,L15,18,1,4481,L12,145,2,5760,971
2194,2,215,L15,216,1,9173,L12,145,2,2300,1756
2194,2,215,L15,18,1,4481,L13,145,1,7156,971
2194,2,215,L15,18,1,4481,L18,145,1,5764,971
2194,2,215,L15,18,1,4481,L13,167,1,6167,1068
2194,2,215,L15,18,1,4481,L18,167,1,4775,1068
2194,2,215,L15,18,1,4481,L36,167,1,3372,1288
2194,2,215,L15,18,1,4481,L13,168,1,6347,762
2194,2,215,L15,18,1,4481,L18,168,1,4955,762
2194,2,215,L15,18,1,4481,L36,168,1,3552,982
2194,2,215,L15,18,1,4481,L38,1160,1,6153,864
2194,2,215,L15,18,1,4481,L36,1160,1,5380,1084
2194,2,215,L15,216,1,9173,L38,1160,1,3130,1180
2194,2,215,L15,18,1,4481,L38,1182,1,4607,1323
2194,2,215,L15,216,1,9173,L38,1182,1,1584,1639
2194,2,376,L20,326,1,7654,L12,143,2,14255,1552
2194,2,376,L20,92,1,6785,L12,143,2,13666,1025
2194,2,376,L20,90,1,6138,L12,143,2,12824,1038
2194,2,376,L20,88,1,5322,L12,143,2,12000,677
2194,2,376,L20,86,1,2780,L12,143,2,9011,741
2194,2,376,L20,325,1,7360,L12,143,2,13666,1569
2194,2,376,L20,326,1,7654,L12,144,2,14644,911
2194,2,376,L20,92,1,6785,L12,144,2,14055,384
2194,2,376,L20,90,1,6138,L12,144,2,13213,397
2194,2,376,L20,88,1,5322,L12,144,2,12389,36
2194,2,376,L20,86,1,2780,L12,144,2,9400,100
2194,2,376,L20,331,1,9280,L18,144,1,16750,811
2194,2,376,L20,378,1,9394,L18,144,1,16344,98
2194,2,376,L20,329,1,8548,L18,144,1,15296,114
2194,2,376,L20,327,1,7793,L18,144,1,14424,49
2194,2,376,L20,325,1,7360,L18,144,1,13856,34
2194,2,376,L20,92,1,6785,L18,144,1,13279,0
2194,2,376,L20,90,1,6138,L18,144,1,12507,397
2194,2,376,L20,88,1,5322,L18,144,1,11683,36
2194,2,376,L20,86,1,2780,L18,144,1,8694,100
2194,2,376,L20,325,1,7360,L12,144,2,14055,928
2194,2,376,L6,48,1,10722,L13,144,1,16440,198
2194,2,376,L6,188,1,10348,L13,144,1,15650,333
2194,2,376,L6,5,1,4058,L13,144,1,8179,1024
2194,2,376,L6,18,1,3674,L13,144,1,6736,0
2194,2,376,L6,5,1,4058,L18,144,1,6787,1024
2194,2,376,L6,18,1,3674,L18,144,1,5344,0
2194,2,376,L6,18,1,3674,L36,144,1,3834,220
2194,2,376,L20,326,1,7654,L12,145,2,15064,1300
2194,2,376,L20,92,1,6785,L12,145,2,14475,773
2194,2,376,L20,90,1,6138,L12,145,2,13633,786
2194,2,376,L20,88,1,5322,L12,145,2,12809,425
2194,2,376,L20,86,1,2780,L12,145,2,9820,489
2194,2,376,L20,331,1,9280,L18,145,1,17170,1200
2194,2,376,L20,378,1,9394,L18,145,1,16764,487
2194,2,376,L20,329,1,8548,L18,145,1,15716,503
2194,2,376,L20,327,1,7793,L18,145,1,14844,438
2194,2,376,L20,325,1,7360,L18,145,1,14276,423
2194,2,376,L20,92,1,6785,L18,145,1,13699,389
2194,2,376,L20,90,1,6138,L18,145,1,12927,786
2194,2,376,L20,88,1,5322,L18,145,1,12103,425
2194,2,376,L20,86,1,2780,L18,145,1,9114,489
2194,2,376,L20,325,1,7360,L12,145,2,14475,1317
2194,2,376,L6,48,1,10722,L13,145,1,16860,587
2194,2,376,L6,188,1,10348,L13,145,1,16070,722
2194,2,376,L6,5,1,4058,L13,145,1,8599,1413
2194,2,376,L6,18,1,3674,L13,145,1,7156,389
2194,2,376,L6,5,1,4058,L18,145,1,7207,1413
2194,2,376,L6,18,1,3674,L18,145,1,5764,389
2194,2,376,L20,331,1,9280,L18,167,1,16181,1297
2194,2,376,L20,378,1,9394,L18,167,1,15775,584
2194,2,376,L20,329,1,8548,L18,167,1,14727,600
2194,2,376,L20,327,1,7793,L18,167,1,13855,535
2194,2,376,L20,325,1,7360,L18,167,1,13287,520
2194,2,376,L20,92,1,6785,L18,167,1,12710,486
2194,2,376,L20,90,1,6138,L18,167,1,11938,883
2194,2,376,L20,88,1,5322,L18,167,1,11114,522
2194,2,376,L20,86,1,2780,L18,167,1,8125,586
2194,2,376,L6,48,1,10722,L13,167,1,15871,684
2194,2,376,L6,188,1,10348,L13,167,1,15081,819
2194,2,376,L6,5,1,4058,L13,167,1,7610,1510
2194,2,376,L6,18,1,3674,L13,167,1,6167,486
2194,2,376,L6,5,1,4058,L18,167,1,6218,1510
2194,2,376,L6,18,1,3674,L18,167,1,4775,486
2194,2,376,L6,18,1,3674,L36,167,1,3372,706
2194,2,376,L20,331,1,9280,L18,168,1,16361,991
2194,2,376,L20,378,1,9394,L18,168,1,15955,278
2194,2,376,L20,329,1,8548,L18,168,1,14907,294
2194,2,376,L20,327,1,7793,L18,168,1,14035,229
2194,2,376,L20,325,1,7360,L18,168,1,13467,214
2194,2,376,L20,92,1,6785,L18,168,1,12890,180
2194,2,376,L20,90,1,6138,L18,168,1,12118,577
2194,2,376,L20,88,1,5322,L18,168,1,11294,216
2194,2,376,L20,86,1,2780,L18,168,1,8305,280
2194,2,376,L6,48,1,10722,L13,168,1,16051,378
2194,2,376,L6,188,1,10348,L13,168,1,15261,513
2194,2,376,L6,5,1,4058,L13,168,1,7790,1204
2194,2,376,L6,18,1,3674,L13,168,1,6347,180
2194,2,376,L6,5,1,4058,L18,168,1,6398,1204
2194,2,376,L6,18,1,3674,L18,168,1,4955,180
2194,2,376,L6,18,1,3674,L36,168,1,3552,400
2194,2,376,L6,18,1,3674,L38,1160,2,0,282
2194,2,376,L6,18,1,3674,L36,1160,1,5380,502
2194,2,376,L6,18,1,3674,L38,1182,2,0,741
2194,2,380,L20,385,2,4083,L7,144,1,11542,588
2194,2,380,L20,387,2,4819,L7,144,1,12100,14
2194,2,380,L20,363,2,7465,L7,144,1,8959,146
2194,2,380,L20,385,2,4083,L7,145,1,12351,977
2194,2,380,L20,387,2,4819,L7,145,1,12909,403
2194,2,380,L20,363,2,7465,L7,145,1,9768,535
2194,2,380,L20,385,2,4083,L7,167,1,11362,1074
2194,2,380,L20,387,2,4819,L7,167,1,11920,500
2194,2,380,L20,363,2,7465,L7,167,1,8779,632
2194,2,380,L20,385,2,4083,L7,168,1,11542,768
2194,2,380,L20,387,2,4819,L7,168,1,12100,194
2194,2,380,L20,363,2,7465,L7,168,1,8959,326
2194,2,506,L33,998,1,9711,L12,143,2,17117,1218
2194,2,506,L33,124,1,8809,L12,143,2,16258,815
2194,2,506,L33,122,1,7760,L12,143,2,15225,793
2194,2,506,L33,120,1,6916,L12,143,2,14255,752
2194,2,506,L33,118,1,6103,L12,143,2,13666,1198
2194,2,506,L33,90,1,5384,L12,143,2,12824,1137
2194,2,506,L33,88,1,4568,L12,143,2,12000,776
2194,2,506,L33,998,1,9711,L12,144,2,17506,577
2194,2,506,L33,124,1,8809,L12,144,2,16647,174
2194,2,506,L33,122,1,7760,L12,144,2,15614,152
2194,2,506,L33,120,1,6916,L12,144,2,14644,111
2194,2,506,L33,118,1,6103,L12,144,2,14055,557
2194,2,506,L33,90,1,5384,L12,144,2,13213,496
2194,2,506,L33,88,1,4568,L12,144,2,12389,135
2194,2,506,L33,120,1,6916,L18,144,1,14148,965
2194,2,506,L33,118,1,6103,L18,144,1,13856,994
2194,2,506,L33,91,1,5793,L18,144,1,13279,420
2194,2,506,L33,90,1,5384,L18,144,1,12507,496
2194,2,506,L33,88,1,4568,L18,144,1,11683,135
2194,2,506,L33,998,1,9711,L12,145,2,17926,966
2194,2,506,L33,124,1,8809,L12,145,2,17067,563
2194,2,506,L33,122,1,7760,L12,145,2,16034,541
2194,2,506,L33,120,1,6916,L12,145,2,15064,500
2194,2,506,L33,118,1,6103,L12,145,2,14475,946
2194,2,506,L33,90,1,5384,L12,145,2,13633,885
2194,2,506,L33,88,1,4568,L12,145,2,12809,524
2194,2,506,L33,120,1,6916,L18,145,1,14568,1354
2194,2,506,L33,118,1,6103,L18,145,1,14276,1383
2194,2,506,L33,91,1,5793,L18,145,1,13699,809
2194,2,506,L33,90,1,5384,L18,145,1,12927,885
2194,2,506,L33,88,1,4568,L18,145,1,12103,524
2194,2,506,L33,120,1,6916,L18,167,1,13579,1451
2194,2,506,L33,118,1,6103,L18,167,1,13287,1480
2194,2,506,L33,91,1,5793,L18,167,1,12710,906
2194,2,506,L33,90,1,5384,L18,167,1,11938,982
2194,2,506,L33,88,1,4568,L18,167,1,11114,621
2194,2,506,L33,120,1,6916,L18,168,1,13759,1145
2194,2,506,L33,118,1,6103,L18,168,1,13467,1174
2194,2,506,L33,91,1,5793,L18,168,1,12890,600
2194,2,506,L33,90,1,5384,L18,168,1,12118,676
2194,2,506,L33,88,1,4568,L18,168,1,11294,315
2194,2,542,L24,506,1,599,L12,143,2,6498,1886
2194,2,542,L33,506,1,599,L12,143,2,6498,1886
2194,2,542,L35,506,1,599,L12,143,2,6498,1886
2194,2,542,L45,506,1,599,L12,143,2,6498,1886
2194,2,542,L24,506,1,599,L12,144,2,6887,1245
2194,2,542,L33,506,1,599,L12,144,2,6887,1245
2194,2,542,L35,506,1,599,L12,144,2,6887,1245
2194,2,542,L45,506,1,599,L12,144,2,6887,1245
2194,2,542,L24,506,1,599,L12,145,2,7307,1634
2194,2,542,L33,506,1,599,L12,145,2,7307,1634
2194,2,542,L35,506,1,599,L12,145,2,7307,1634
2194,2,542,L45,506,1,599,L12,145,2,7307,1634
2390,2,1677,L9,34,2,7619,L1,10,1,2489,1493
2390,2,1677,L9,34,2,7619,L1,11,1,2902,1222
2390,2,1677,L7,145,1,8901,L38,12,2,2678,711
2390,2,1677,L7,144,1,8092,L38,12,2,2040,1214
2390,2,1677,L9,34,2,7619,L1,12,1,3462,809
2390,2,1677,L9,180,2,7118,L1,23,1,0,1473
2390,2,1677,L9,321,2,5735,L1,23,2,2507,1704
2390,2,1677,L9,180,2,7118,L15,23,1,3222,1473
2390,2,1677,L9,321,2,5735,L38,23,1,2186,1704
2390,2,1677,L9,180,2,7118,L38,23,2,0,1473
2390,2,1677,L9,321,2,5735,L44,23,1,2264,1704
2390,2,1677,L9,180,2,7118,L44,23,1,2839,1326
2390,2,1677,L9,180,2,7118,L1,24,1,0,1616
2390,2,1677,L9,321,2,5735,L1,24,2,2955,1847
2390,2,1677,L9,321,2,5735,L38,1181,1,3153,1566
2390,2,1677,L9,180,2,7118,L38,1181,2,0,1335
2390,2,1677,L9,321,2,5735,L441,1577,1,2264,1704
2390,2,1677,L9,180,2,7118,L441,1577,1,2839,1326
2773,2,1677,L9,180,2,7118,L3,950,1,3642,1102
2773,2,1677,L9,180,2,7118,L6,950,1,3855,1102
2773,2,1677,L9,180,2,7118,L3,951,1,3975,910
2773,2,1677,L9,38,2,9724,L30,951,2,4977,1095
2773,2,1677,L9,36,2,8732,L30,951,2,3147,918
2773,2,1677,L9,180,2,7118,L6,951,1,4188,910
2773,2,1677,L9,180,2,7118,L3,952,1,4897,1243
2773,2,1677,L9,180,2,7118,L6,952,1,5009,1243
2773,2,1677,L9,1647,2,12350,L3,984,2,1573,1728
2773,2,1677,L9,48,2,14661,L6,984,2,4058,1068
2773,2,1677,L9,1651,2,13829,L6,984,2,3018,870
2773,2,1677,L9,1649,2,13085,L6,984,2,2502,870
2773,2,1677,L9,1647,2,12350,L6,984,2,1603,870
2773,2,1677,L9,1647,2,12350,L3,985,2,1788,1373
2773,2,1677,L9,48,2,14661,L6,985,2,4273,713
2773,2,1677,L9,1651,2,13829,L6,985,2,3233,515
2773,2,1677,L9,1649,2,13085,L6,985,2,2717,515
2773,2,1677,L9,1647,2,12350,L6,985,2,1818,515
2773,2,1677,L9,1647,2,12350,L3,986,2,2528,1588
2773,2,1677,L9,48,2,14661,L6,986,2,5013,928
2773,2,1677,L9,1651,2,13829,L6,986,2,3973,730
2773,2,1677,L9,1649,2,13085,L6,986,2,3457,730
2773,2,1677,L9,1647,2,12350,L6,986,2,2558,730
2773,2,1693,L7,1673,2,5165,L6,950,1,11393,628
2773,2,1693,L7,1698,2,4966,L6,950,1,10815,528
2773,2,1693,L7,1697,2,4688,L6,950,1,10136,1042
2773,2,1693,L9,1700,1,5442,L6,950,1,10815,1113
2773,2,1693,L7,1673,2,5165,L6,951,1,11726,436
2773,2,1693,L7,1698,2,4966,L6,951,1,11148,336
2773,2,1693,L7,1697,2,4688,L6,951,1,10469,850
2773,2,1693,L9,1700,1,5442,L6,951,1,11148,921
2773,2,1693,L7,1673,2,5165,L6,952,1,12547,769
2773,2,1693,L7,1698,2,4966,L6,952,1,11969,669
2773,2,1693,L7,1697,2,4688,L6,952,1,11290,1183
2773,2,1693,L9,1700,1,5442,L6,952,1,11969,1254
3029,1,1,L16,224,1,5472,NONE,-1,-1,-1,957
3029,1,1,L16,225,1,5803,NONE,-1,-1,-1,529
3029,1,1,L16,226,1,6427,NONE,-1,-1,-1,860
3029,2,1,L1,6,1,3046,L30,224,1,0,1549
3029,2,1,L1,17,1,7730,L23,224,1,3482,1170
3029,2,1,L10,18,1,2838,L23,224,1,3482,1352
3029,2,1,L10,35,1,3688,L30,224,2,4558,1289
3029,2,1,L10,37,1,4938,L30,224,2,5754,1002
3029,2,1,L14,18,1,2839,L23,224,1,3482,1352
3029,2,1,L14,35,1,3689,L30,224,2,4558,1289
3029,2,1,L14,37,1,4939,L30,224,2,5754,1002
3029,2,1,L19,18,1,3046,L23,224,2,0,1352
3029,2,1,L19,336,1,5540,L30,224,1,0,1095
3029,2,1,L19,5,1,4096,L23,224,1,2427,957
3029,2,1,L3,18,1,3045,L23,224,2,0,1352
3029,2,1,L3,6,1,3878,L30,224,1,0,1549
3029,2,1,L3,949,1,5254,L30,224,1,0,1184
3029,2,1,L3,951,1,5779,L30,224,1,0,957
3029,2,1,L4,18,1,2406,L23,224,2,0,1352
3029,2,1,L5,34,1,3339,L23,224,1,2427,1304
3029,2,1,L5,38,1,5444,L30,224,2,6790,1537
3029,2,1,L5,36,1,4452,L30,224,2,4960,1360
3029,2,1,L66,34,1,3339,L23,224,1,2427,1304
3029,2,1,L66,38,1,5444,L30,224,2,6790,1537
3029,2,1,L66,36,1,4452,L30,224,2,4960,1360
3029,2,1,L1,6,1,3046,L30,225,1,0,1121
3029,2,1,L1,17,1,7730,L23,225,1,3813,742
3029,2,1,L10,18,1,2838,L23,225,1,3813,924
3029,2,1,L10,35,1,3688,L30,225,2,4889,861
3029,2,1,L10,37,1,4938,L30,225,2,6085,574
3029,2,1,L14,18,1,2839,L23,225,1,3813,924
3029,2,1,L14,35,1,3689,L30,225,2,4889,861
3029,2,1,L14,37,1,4939,L30,225,2,6085,574
3029,2,1,L19,18,1,3046,L23,225,2,0,924
3029,2,1,L19,336,1,5540,L30,225,1,0,667
3029,2,1,L19,5,1,4096,L23,225,1,2758,529
3029,2,1,L3,18,1,3045,L23,225,2,0,924
3029,2,1,L3,6,1,3878,L30,225,1,0,1121
3029,2,1,L3,949,1,5254,L30,225,1,0,756
3029,2,1,L3,951,1,5779,L30,225,1,0,529
3029,2,1,L4,18,1,2406,L23,225,2,0,924
3029,2,1,L5,34,1,3339,L23,225,1,2758,876
3029,2,1,L5,38,1,5444,L30,225,2,7121,1109
3029,2,1,L5,36,1,4452,L30,225,2,5291,932
3029,2,1,L66,34,1,3339,L23,225,1,2758,876
3029,2,1,L66,38,1,5444,L30,225,2,7121,1109
3029,2,1,L66,36,1,4452,L30,225,2,5291,932
3029,2,1,L1,6,1,3046,L30,226,1,0,1452
3029,2,1,L1,17,1,7730,L23,226,1,4437,1073
3029,2,1,L10,18,1,2838,L23,226,1,4437,1255
