ind,type,startbs,bl,endbs,dir,dist,walk
15111,3,18,L5,410,1,6713,3011
15111,3,767,L5,459,2,2102,9350
15111,3,767,L5,770,2,1605,9065
15111,3,18,L5,411,1,6965,3214
15111,3,767,L5,158,2,1320,8972
15111,2,1680,L7,171,1,8933,9475
15111,2,1680,L9,322,2,4777,6981
15111,3,18,L5,409,1,6171,3269
15111,3,767,L27,158,2,1320,8972
15111,3,767,L27,459,2,2102,9350
15111,2,1680,L9,188,2,12793,1528
15111,3,172,L13,182,2,16925,7060
15111,3,767,L27,460,2,2419,9847
15111,3,767,L27,770,2,1605,9065
15111,3,18,L5,740,1,7113,2961
15111,3,767,L27,157,2,1152,9177
15111,3,767,L5,157,2,1152,9177
15111,3,172,L13,185,2,17455,7599
15111,3,18,L5,183,1,7298,2888
15111,2,353,L2,362,2,2758,7442
15111,3,767,L5,460,2,2419,9847
15111,3,18,L5,185,1,7643,3188
15166,3,767,L27,157,2,1152,9486
15166,3,172,L13,186,2,17819,7931
15166,3,18,L5,740,1,7113,3739
15166,3,767,L5,770,2,1605,9844
15166,3,172,L13,184,2,17225,7816
15166,2,1679,L9,322,2,5504,7423
15166,3,172,L13,183,2,17110,8001
15166,3,172,L13,182,2,16925,8240
15166,3,767,L27,770,2,1605,9844
15166,3,18,L5,185,1,7643,3290
15166,3,767,L27,156,2,947,9375
15166,3,767,L5,156,2,947,9375
15166,2,1679,L9,188,2,13520,895
15166,3,767,L27,459,2,2102,10129
15166,2,1679,L9,1649,2,12318,1812
15166,2,1679,L9,180,2,6351,6886
15166,2,1679,L7,171,1,9660,9390
15166,3,767,L27,769,2,836,9605
15166,3,767,L27,768,2,606,9937
15166,3,18,L5,186,1,8007,3520
15166,3,767,L5,769,2,836,9605
15166,3,767,L5,157,2,1152,9486
15166,3,767,L5,158,2,1320,9675
15166,3,18,L5,184,1,7413,3405
15166,3,767,L27,158,2,1320,9675
15166,3,18,L5,183,1,7298,3590
15166,3,172,L13,185,2,17455,7701
15166,3,767,L5,459,2,2102,10129
15166,3,18,L5,411,1,6965,3992
15166,3,172,L13,181,2,16686,8241
15166,3,767,L5,768,2,606,9937
15233,3,3,L5,187,1,9380,2141
15233,3,172,L13,188,2,18577,8108
15233,3,3,L5,185,1,8774,2671
15233,3,172,L13,186,2,17819,8106
15233,3,172,L13,187,2,18119,7807
15233,1,1680,L9,188,2,12793,1142
15233,3,172,L13,185,2,17455,8337
15233,3,3,L5,186,1,9138,2440
15233,3,3,L6,188,1,9046,2442
15233,2,356,L2,362,2,2100,7677
15233,3,3,L5,741,1,10020,2384
15233,2,1680,L7,171,1,8933,9637
15252,3,3,L5,183,1,8429,2418
15252,3,3,L5,186,1,9138,1887
15252,3,3,L5,184,1,8544,2233
15252,3,3,L5,187,1,9380,2251
15252,3,3,L5,185,1,8774,2117
15252,2,357,L2,362,2,1879,8009
15270,3,172,L13,181,2,16686,7714
15270,3,3,L5,183,1,8429,2804
15270,3,44,L21,400,2,1151,8993
15270,3,767,L27,158,2,1320,9854
15270,3,172,L13,45,2,16292,8761
15270,3,767,L5,158,2,1320,9854
15270,3,767,L27,461,2,2881,10014
15270,3,18,L10,45,1,8079,4350
15270,3,3,L5,409,1,7302,2783
15270,2,1680,L7,171,1,8933,9735
15270,3,767,L5,156,2,947,9790
15270,3,767,L27,460,2,2419,10332
15270,2,1680,L9,1649,2,11591,2157
15270,2,1680,L9,188,2,12793,1951
15270,2,1680,L9,180,2,5624,7064
15270,3,172,L13,182,2,16925,8080
15270,3,767,L5,460,2,2419,10332
15270,2,355,L2,362,2,2175,7236
15270,3,3,L5,184,1,8544,2648
15270,3,767,L5,461,2,2881,10014
15270,3,172,L13,183,2,17110,8319
15270,3,172,L13,185,2,17455,8255
15270,3,767,L27,157,2,1152,9694
15270,3,3,L5,185,1,8774,2740
15270,3,172,L13,184,2,17225,8163
15270,3,767,L27,156,2,947,9790
15270,2,1680,L9,322,2,4777,7600
15270,3,3,L5,410,1,7844,2526
15270,3,767,L5,157,2,1152,9694
15418,3,3,L66,194,1,8322,2768
15418,2,1680,L9,180,2,5624,7269
15418,2,355,L2,362,2,2175,7425
15418,3,3,L66,1662,1,9251,2825
15418,3,3,L66,1661,1,8961,2503
15418,3,18,L14,195,1,6812,3891
15418,3,44,L21,402,2,2581,8982
15418,2,1680,L9,1649,2,11591,3473
15418,3,18,L14,194,1,6643,3872
15418,3,3,L66,1660,1,8640,2185
15447,3,18,L66,1665,1,8623,3342
15447,3,18,L66,1663,1,8447,3758
15447,2,1679,L9,180,2,6351,7130
15447,3,18,L66,1664,1,8623,3430
15455,3,3,L66,1665,1,9754,2670
15455,2,357,L2,362,2,1879,8009
15455,3,3,L66,1663,1,9578,2177
15455,3,3,L66,1660,1,8640,2527
15455,3,3,L66,1664,1,9754,2505
15455,3,3,L66,1661,1,8961,2208
15455,3,3,L66,1662,1,9251,1887
16009,2,1680,L9,1649,2,11591,7250
16009,3,376,L20,377,1,9394,2805
16009,2,356,L2,1,2,2766,8501
16009,3,376,L20,331,1,9280,3105
16009,2,1680,L7,171,1,8933,14689
16009,2,1680,L9,1345,2,3368,12028
16009,3,172,L18,331,2,17660,8193
16009,3,44,L21,405,2,5867,8962
16009,3,172,L18,333,2,18422,8133
16009,3,44,L21,379,2,6167,8587
16009,3,172,L18,332,2,18018,7775
16009,3,376,L20,378,1,9394,2785
16009,3,44,L21,302,2,6514,8888
16115,2,1680,L7,171,1,8933,14528
16115,3,172,L18,334,2,18585,7060
16115,2,1680,L9,1345,2,3368,11632
16115,3,32,L11,99,2,9554,3860
16115,2,353,L2,361,2,2346,9608
16115,3,172,L18,335,2,18585,7223
16115,3,172,L18,333,2,18422,7464
16300,3,32,L11,96,2,8584,3041
16300,3,172,L18,331,2,17660,7568
16300,3,44,L21,302,2,6514,8936
16300,3,32,L11,98,2,9261,3050
16300,3,32,L11,95,2,8316,3249
16300,3,172,L18,330,2,17242,7244
16300,2,353,L2,361,2,2346,8377
16300,3,376,L20,330,1,8980,3474
16300,2,1680,L9,1649,2,11591,6951
16300,3,44,L21,303,2,6808,8712
16300,2,1680,L9,1345,2,3368,10643
16300,2,353,L2,1,2,3424,7774
16300,2,1680,L7,171,1,8933,13539
16300,3,32,L11,97,2,8881,2929
16300,3,44,L21,304,2,7315,8919
16300,3,376,L20,329,1,8548,3679
16300,3,172,L18,329,2,16810,7449
16300,3,376,L20,331,1,9280,3798
16868,3,376,L20,326,1,7654,2709
16868,3,376,L20,329,1,8548,3204
16868,3,376,L20,328,1,8343,2654
16868,2,357,L2,1,2,2545,7338
16868,3,376,L20,327,1,7793,2514
16944,3,376,L20,331,1,9280,2922
16944,2,357,L2,1,2,2545,7762
16944,3,32,L11,97,2,8881,1880
16944,2,357,L2,361,2,1467,8364
16944,3,32,L11,95,2,8316,2356
16944,3,376,L20,329,1,8548,2818
16944,3,376,L20,330,1,8980,2613
16944,3,32,L11,96,2,8584,2148
16944,3,32,L11,98,2,9261,2177
17097,3,3,L66,1660,1,8640,2678
17097,3,18,L14,196,1,7043,3793
17097,3,3,L66,193,1,7739,2363
17097,2,1680,L9,180,2,5624,6776
17097,2,356,L2,362,2,2100,6856
17097,3,3,L66,194,1,8322,2123
17097,3,18,L14,194,1,6643,3256
17097,3,18,L14,193,1,6247,3496
17097,3,18,L14,205,1,9293,4134
17097,3,44,L21,402,2,2581,8624
17097,2,1680,L9,1649,2,11591,3116
17097,3,18,L14,195,1,6812,3623
17097,3,18,L14,197,1,7416,4025
17297,2,295,L262,619,2,1237,7786
17297,3,18,L14,203,1,8804,2046
17297,3,18,L14,196,1,7043,2038
17297,3,18,L14,198,1,7658,1845
17297,2,861,L28,771,2,1451,7689
17297,2,295,L261,619,2,1237,7786
17297,2,295,L26,619,2,1237,7786
17297,3,18,L14,195,1,6812,1940
17297,3,18,L14,199,1,7914,2088
17297,3,18,L14,204,1,9293,1845
17386,3,294,L261,295,2,1280,2939
17386,2,342,L2,351,1,3043,1122
17386,3,294,L262,295,2,1280,2939
17386,3,294,L26,295,2,1280,2939
17386,3,860,L28,861,2,2067,2868
17386,3,293,L17,295,2,1783,2901
17403,1,341,L2,346,1,2308,0
17420,1,362,L2,32,2,1078,709
17420,1,2,L10,3,1,963,1114
17420,1,2,L17,3,1,963,1114
17420,1,2,L66,3,1,963,1114
17420,1,215,L15,3,1,1852,1131
17420,1,338,L2,339,1,485,0
17420,1,2,L11,3,1,963,1114
17420,1,1,L14,3,1,1221,1085
17420,1,2,L1,3,1,1065,1114
17420,1,2,L16,3,1,963,1114
17420,1,1,L19,2,1,1805,1063
17420,1,2,L3,3,1,963,1114
17420,1,2,L6,3,1,963,1114
17420,1,2,L4,3,1,963,1114
17420,1,2,L5,3,1,963,1114
17420,1,2,L12,3,2,963,1114
17455,3,3,L4,1329,1,3618,1268
17455,3,3,L4,1331,1,4173,1262
17455,3,3,L4,1330,1,3943,937
17455,3,1680,L9,1343,2,2692,1981
17455,3,1680,L7,1682,1,2006,2712
17455,3,1680,L7,1344,1,3122,2370
17455,2,340,L2,345,1,1827,2796
17455,3,1680,L7,1343,1,2692,1981
17455,3,3,L4,1332,1,4496,1493
17455,3,1680,L9,1682,2,2006,2712
17455,3,1680,L9,1344,2,3122,2370
17455,3,1680,L7,1342,1,2303,2278
17455,3,1680,L9,1342,2,2303,2278
17455,2,360,L2,362,2,939,4049
17581,3,83,L18,65,1,3350,2955
17581,2,2,L4,18,1,2149,1464
17581,1,2,L19,5,1,3839,777
17581,1,2,L6,5,1,3172,777
17581,2,2,L11,18,1,1547,1464
17581,1,2,L16,5,1,3172,777
17581,1,2,L5,34,1,3082,430
17581,2,2,L12,18,2,2384,1464
17581,2,338,L2,345,1,2312,3748
17581,2,2,L12,144,2,6887,5023
17581,2,32,L11,86,2,3163,2871
17581,1,2,L66,34,1,3082,430
17581,2,2,L4,1328,1,3703,2934
17581,3,18,L43,34,1,1535,1584
17581,2,2,L17,18,1,2446,1464
17581,1,2,L3,5,1,3172,777
17581,3,180,L22,34,1,1348,1979
17581,3,180,L23,5,1,1439,2326
17581,2,2,L17,262,1,4163,3511
17581,3,83,L18,64,1,2425,3474
17581,1,3,L14,34,1,2666,452
17581,3,180,L18,34,2,1348,1979
17581,3,1680,L9,34,2,6125,2466
17581,2,3,L15,19,1,7817,1873
17581,2,32,L12,86,1,3163,2871
17581,2,2,L4,311,1,2547,1867
17581,1,2,L10,34,1,3082,430
17581,3,180,L13,34,2,1348,1979
17581,2,3,L15,18,1,3761,1486
17581,2,32,L11,97,2,8881,8854
17581,1,2,L1,5,1,2339,777
17581,2,3,L15,22,1,4850,3071
17581,3,180,L27,34,1,1348,1979
17604,2,2,L66,18,1,2581,7247
17604,2,2,L16,18,1,2788,7247
17604,3,1692,L7,1673,2,5848,3093
17604,3,1692,L9,1701,1,6125,3089
17604,3,1692,L9,1699,1,5882,2502
17604,2,3,L15,18,1,3761,7269
17604,2,32,L15,215,2,712,5455
17604,2,3,L14,18,1,2165,7269
17604,2,2,L4,1328,1,3703,8576
17604,2,32,L1,1,2,666,5501
17604,2,2,L5,741,1,10436,12769
17604,2,2,L11,18,1,1547,7247
17604,2,2,L1,5,1,2339,7260
17604,3,380,L20,388,2,5774,1407
17604,2,2,L12,18,2,2384,7247
17604,2,2,L1,17,1,7473,7548
17604,2,2,L19,18,1,2789,7247
17604,2,32,L14,1,2,666,5501
17604,2,32,L11,97,2,8881,10575
17604,2,2,L10,44,1,7999,12091
17604,2,2,L5,18,1,2581,7247
17604,2,2,L17,18,1,2446,7247
17604,2,2,L10,18,1,2581,7247
17604,2,338,L2,345,1,2312,5744
17604,2,32,L4,1,2,666,5501
17604,3,1692,L9,368,1,5538,3193
17604,2,2,L17,262,1,4163,6591
17604,3,380,L20,387,2,4819,1256
17604,2,32,L16,1,2,666,5501
17604,2,32,L66,1,2,666,5501
17604,2,32,L12,85,1,2375,5501
17604,2,2,L19,86,1,6487,6548
17604,2,32,L10,1,2,666,5501
17604,2,2,L3,953,1,6794,10477
17604,1,32,L6,387,2,5598,684
17604,2,32,L5,1,2,666,5501
17604,2,32,L3,1,2,666,5501
17604,2,2,L12,144,2,6887,10673
17604,3,1692,L7,1698,2,5649,2742
17604,3,1692,L7,388,2,5848,2893
17604,2,362,L2,1,2,1078,5089
17604,3,1692,L9,1700,1,6125,2846
17604,2,2,L4,18,1,2149,7247
17604,2,32,L11,85,2,2375,5501
17604,2,2,L3,18,1,2788,7247
17647,3,32,L6,389,2,7001,1725
17647,2,358,L2,1,2,2372,3728
17647,3,1692,L9,366,1,4232,1683
17647,3,1692,L7,1696,2,4872,1439
17647,2,358,L2,362,2,1706,4113
17647,3,32,L6,390,2,7588,2173
17647,3,1692,L7,366,2,4193,1683
17647,3,1692,L9,367,1,4847,1313
17647,3,380,L20,389,2,6222,2296
17647,3,380,L20,390,2,6809,2744
17647,2,342,L2,345,1,1033,4397
18027,1,3,L4,1334,1,5109,652
18053,3,1680,L7,145,1,7407,1574
18053,3,2,L12,143,2,6498,2352
18053,3,1680,L7,168,1,6598,1365
18053,3,1680,L7,167,1,6418,1671
18053,3,2,L12,145,2,7307,2100
18053,3,2,L12,144,2,6887,1711
18053,2,358,L2,32,2,2372,5333
18053,3,1680,L7,144,1,6987,1185
18053,2,342,L2,345,1,1033,5449
18133,3,1680,L7,163,1,4667,2033
18133,2,341,L2,345,1,1473,4486
18133,3,1680,L7,316,1,4314,2001
18133,3,1680,L7,164,1,4782,2387
18133,3,1680,L7,167,1,6418,2636
18133,3,1680,L7,166,1,6113,2540
18229,3,991,L30,951,2,2745,2587
18229,2,2,L10,35,1,3431,2212
18229,2,2,L19,336,1,5283,2018
18229,2,2,L1,6,1,2789,2046
18229,2,1,L14,35,1,3689,2200
18229,1,2,L3,951,1,5522,397
18229,1,2,L6,951,1,5735,397
18229,2,2,L16,6,1,3958,2046
18229,2,2,L66,38,1,5187,2003
18229,2,2,L5,38,1,5187,2003
18229,3,990,L30,951,1,2745,2865
18319,2,3,L14,35,1,3015,2600
18319,2,2,L19,336,1,5283,2384
18319,2,2,L16,6,1,3958,2412
18319,2,2,L5,38,1,5187,1702
18319,1,2,L6,952,1,6556,430
18319,3,991,L30,951,2,2745,2952
18319,1,2,L3,952,1,6444,430
18319,3,990,L30,951,1,2745,3230
18319,2,2,L10,35,1,3431,2578
18319,2,2,L66,38,1,5187,1702
18319,2,2,L1,6,1,2789,2412
18341,2,359,L2,362,2,1284,3729
18341,3,3,L3,950,1,4773,1292
18341,3,3,L6,951,1,5319,1484
18341,3,3,L6,950,1,4986,1292
18341,3,3,L3,951,1,5106,1484
18354,2,358,L2,362,2,1706,3747
18354,3,3,L3,951,1,5106,1925
18354,3,3,L6,950,1,4986,1733
18354,3,3,L6,951,1,5319,1925
18354,3,3,L3,950,1,4773,1733
18355,1,3,L16,223,1,4371,652
18355,3,5,L23,223,1,1999,2193
18355,2,3,L14,18,1,2165,3555
18355,2,3,L1,5,1,1923,2313
18355,2,3,L12,18,2,1968,3555
18355,2,3,L15,18,1,3761,3555
18355,2,3,L11,18,1,1131,3555
18355,2,3,L10,18,1,2165,3555
18355,2,3,L1,17,1,7057,3476
18355,3,501,L23,505,2,4093,7400
18355,3,5,L23,224,1,2427,2532
18355,2,3,L17,18,1,2030,3555
18355,3,5,L23,222,1,1660,2683
18355,2,3,L66,38,1,4771,3515
18355,2,2,L19,336,1,5283,2241
18355,2,3,L4,18,1,1733,3555
18355,3,990,L30,224,2,1813,3437
18355,3,501,L23,257,2,3540,7739
18355,2,3,L1,6,1,2373,1928
18355,2,3,L5,38,1,4771,3515
18355,2,3,L6,949,1,4794,1925
18355,2,3,L14,35,1,3015,2456
18355,2,3,L3,468,1,9794,4197
18355,2,2,L19,18,1,2789,3534
18355,3,254,L30,257,1,2330,5863
18355,2,3,L6,7,1,3951,1678
18355,2,3,L3,955,1,6969,2837
18355,2,3,L3,948,1,3738,1669
18355,2,3,L10,35,1,3015,2456
18374,3,3,L3,949,1,4581,1813
18374,3,1680,L9,36,2,7238,2109
18374,3,3,L66,36,1,3779,2657
18374,2,342,L2,345,1,1033,4640
18374,3,3,L6,949,1,4794,1813
18374,2,358,L2,362,2,1706,2984
18374,3,3,L5,36,1,3779,2657
18374,3,3,L3,948,1,3738,2346
18443,3,457,L43,63,2,6593,9343
18443,3,990,L30,991,1,3142,3499
18443,3,83,L18,310,1,1907,3209
18443,3,764,L27,63,2,8056,9257
18443,3,399,L9,64,1,4735,6077
18443,3,990,L30,36,1,3906,3499
18443,2,32,L11,97,2,8881,8226
18443,3,457,L43,64,2,7111,9381
18443,2,3,L3,953,1,6378,3791
18443,2,3,L12,18,2,1968,2482
18443,3,34,L27,36,1,1614,2387
18443,2,32,L11,86,2,3163,2243
18443,2,3,L6,7,1,3951,1841
18443,2,3,L6,188,1,9046,6125
18443,2,32,L12,86,1,3163,2243
18443,2,3,L6,1646,1,6589,3690
18443,2,3,L4,1328,1,3287,3985
18443,2,3,L1,6,1,2373,1709
18443,3,34,L43,36,1,1614,2387
18443,2,3,L6,18,1,2372,2482
18443,1,3,L66,35,1,3015,979
18443,3,764,L27,64,2,8574,9295
18443,2,3,L3,965,1,23106,7123
18443,3,34,L22,36,1,1614,2387
18443,2,3,L12,144,2,6471,5440
18443,2,3,L16,6,1,3542,1709
18443,3,34,L13,36,2,1614,2387
18443,3,399,L9,63,1,4217,6039
18443,3,1680,L9,35,2,6474,2593
18443,1,3,L5,35,1,3015,979
18443,2,339,L2,345,1,2080,4574
18443,2,3,L6,949,1,4794,1499
18443,2,3,L3,948,1,3738,1640
18443,3,34,L43,35,1,850,2313
18443,2,3,L3,764,1,19869,7274
18443,3,83,L18,64,1,2425,3244
18443,2,32,L6,387,2,5598,7692
18443,1,3,L10,35,1,3015,979
18443,1,2,L19,336,1,5283,893
18443,3,455,L22,63,2,7686,10437
18443,3,455,L22,64,2,8204,10475
18443,2,3,L1,17,1,7057,2542
18443,2,3,L17,262,1,3747,4562
18443,2,3,L11,18,1,1131,2482
18443,3,34,L27,35,1,850,2313
18443,2,3,L3,955,1,6969,4486
18443,2,3,L3,18,1,2372,2482
18443,2,3,L4,311,1,2131,2918
18443,3,1680,L9,36,2,7238,2667
18443,2,3,L1,13,1,5520,3948
18443,2,3,L1,18,1,7057,2482
18443,2,3,L15,22,1,4850,3998
18443,2,3,L1,5,1,1923,1828
18443,2,3,L3,966,1,24418,8293
18443,3,34,L22,35,1,850,2313
18443,3,34,L18,323,2,2010,1986
18443,2,3,L4,18,1,1733,2482
18443,2,3,L17,18,1,2030,2482
18443,3,34,L18,35,2,828,2313
18443,2,3,L15,18,1,3761,2482
18443,2,3,L16,18,1,2372,2482
18443,2,3,L15,19,1,7817,2800
18443,1,3,L14,35,1,3015,979
18443,3,34,L13,35,2,850,2313
18449,3,1680,L9,35,2,6474,1534
18449,2,342,L2,345,1,1033,4598
18449,3,3,L66,35,1,3015,2082
18449,3,1,L19,336,1,5540,1941
18449,3,3,L5,36,1,3779,1733
18449,2,358,L2,362,2,1706,2621
18449,2,358,L2,1,2,2372,2876
18449,3,3,L5,35,1,3015,2082
18449,3,3,L66,36,1,3779,1733
18449,3,1680,L9,36,2,7238,1185
18549,1,342,L2,351,1,3043,350
18663,3,1680,L9,1649,2,11591,2005
18663,3,3,L6,1648,1,7488,1292
18663,2,359,L2,362,2,1284,6047
18663,3,3,L6,1649,1,7844,1671
18663,2,341,L2,345,1,1473,7722
18663,3,1680,L9,1648,2,11235,1626
18704,2,341,L2,345,1,1473,7794
18704,2,359,L2,362,2,1284,5799
18704,3,3,L5,407,1,6542,2118
18704,3,1680,L9,41,2,9846,1951
18704,3,3,L5,406,1,6183,1781
18704,3,3,L66,1658,1,6546,2678
18713,3,3,L6,1646,1,6589,1328
18713,3,3,L3,953,1,6378,1428
18713,2,360,L2,362,2,939,5459
18713,3,1680,L9,398,2,10336,1972
18713,3,1680,L9,1647,2,10856,2462
18713,3,3,L6,1647,1,7109,1436
18713,2,340,L2,345,1,1827,7143
18784,3,3,L5,408,1,7045,2513
18784,2,360,L2,362,2,939,6198
18784,3,3,L5,407,1,6542,2154
18815,3,1680,L9,41,2,9846,1510
18815,3,3,L5,406,1,6183,2222
18815,2,358,L2,362,2,1706,5817
18815,3,3,L66,1658,1,6546,3119
18815,2,342,L2,345,1,1033,7794
18815,3,3,L5,407,1,6542,2559
18935,3,1680,L9,1649,2,11591,2351
18935,2,340,L2,345,1,1827,7731
18935,2,360,L2,362,2,939,6047
18935,3,3,L6,1648,1,7488,946
18935,3,1680,L9,1648,2,11235,1972
18935,3,3,L6,1649,1,7844,1325
19033,2,2,L1,17,1,7473,5512
19033,2,2,L1,6,1,2789,3964
19033,2,3,L14,35,1,3015,4465
19033,2,2,L17,18,1,2446,5591
19033,3,990,L30,227,2,2768,3826
19033,2,2,L19,18,1,2789,5591
19033,2,2,L10,18,1,2581,5591
19033,2,2,L11,18,1,1547,5591
19033,2,2,L10,35,1,3431,4443
19033,2,2,L6,949,1,5210,3663
19033,2,3,L15,18,1,3761,5613
19033,2,2,L5,38,1,5187,3024
19033,2,2,L12,18,2,2384,5591
19033,2,2,L66,38,1,5187,3024
19033,2,2,L6,7,1,4367,3714
19033,1,2,L16,227,1,6625,1359
19033,1,2,L3,956,1,8042,430
19033,2,2,L19,336,1,5283,4249
19033,2,2,L4,18,1,2149,5591
19033,3,5,L23,227,1,3933,2922
19033,2,3,L14,18,1,2165,5613
19033,2,2,L1,5,1,2339,4349
19051,3,1680,L9,1649,2,11591,1564
19051,3,1680,L9,1648,2,11235,1185
19051,3,3,L6,1649,1,7844,2112
19051,2,342,L2,345,1,1033,7722
19051,2,358,L2,362,2,1706,6065
19051,3,3,L6,1648,1,7488,1733
19434,2,3,L14,18,1,2165,7799
19434,1,3,L10,46,1,10470,652
19434,2,2,L19,18,1,2789,7778
19434,3,764,L27,768,2,1823,9383
19434,2,3,L17,262,1,3747,9567
19434,2,339,L2,345,1,2080,9791
19434,3,1680,L9,1650,2,11752,3568
19434,2,3,L3,18,1,2372,7799
19434,2,3,L17,18,1,2030,7799
19434,2,3,L12,18,2,1968,7799
19434,2,3,L1,5,1,1923,6777
19434,3,764,L27,767,2,1492,9594
19434,2,3,L11,18,1,1131,7799
19434,2,3,L15,19,1,7817,7556
19434,2,3,L16,18,1,2372,7799
19434,2,3,L12,144,2,6471,8970
19434,1,3,L5,187,1,9380,1093
19434,2,3,L1,17,1,7057,7825
19434,3,1680,L9,1651,2,12335,3407
19434,2,3,L3,953,1,6378,3761
19434,2,3,L1,13,1,5520,8001
19434,2,3,L66,18,1,2165,7799
19434,2,3,L4,311,1,2131,8064
19434,2,3,L3,764,1,19869,2543
19434,3,34,L27,741,1,7855,2670
19434,3,34,L27,187,1,7215,2427
19434,2,3,L15,18,1,3761,7799
19434,2,3,L4,18,1,1733,7799
19434,3,34,L13,45,2,6494,3613
19434,3,34,L13,187,2,8321,2427
19434,1,3,L6,1651,1,8588,1793
19434,2,3,L15,22,1,4850,7986
19477,2,358,L2,362,2,1706,7514
19477,3,3,L5,411,1,8096,2134
19477,3,3,L5,740,1,8244,1881
19477,3,3,L5,184,1,8544,1918
19477,3,3,L5,185,1,8774,2033
19477,3,3,L5,410,1,7844,2334
19477,3,3,L5,183,1,8429,1733
19477,3,3,L5,186,1,9138,2264
19552,3,34,L27,187,1,7215,2286
19552,2,2,L19,18,1,2789,7440
19552,3,34,L13,187,2,8321,2286
19552,1,3,L10,47,1,10772,1170
19552,2,339,L2,345,1,2080,9233
19552,1,3,L6,188,1,9046,652
19552,2,3,L3,953,1,6378,3203
19552,2,3,L12,18,2,1968,7461
19552,2,3,L14,18,1,2165,7461
19552,3,34,L13,48,2,9153,2444
19552,3,34,L27,741,1,7855,2111
19552,2,3,L1,17,1,7057,7382
19552,2,3,L15,18,1,3761,7461
19552,3,764,L27,767,2,1492,9035
19552,3,34,L13,188,2,8779,1986
19552,2,3,L16,18,1,2372,7461
19552,2,3,L3,18,1,2372,7461
19552,3,764,L27,768,2,1823,9243
19552,2,3,L12,144,2,6471,8411
19552,2,3,L3,764,1,19869,1985
19552,2,3,L15,19,1,7817,6998
19552,2,3,L17,18,1,2030,7461
19552,3,1680,L9,48,2,13167,2724
19552,2,3,L11,18,1,1131,7461
19552,2,3,L4,18,1,1733,7461
19552,2,3,L66,18,1,2165,7461
19552,2,3,L17,262,1,3747,9009
19552,2,3,L1,5,1,1923,6219
19552,3,1680,L9,188,2,12793,2266
19552,2,3,L1,13,1,5520,7443
19552,1,3,L5,741,1,10020,777
19552,2,3,L4,311,1,2131,7506
19552,2,3,L15,22,1,4850,7428
19616,2,2,L4,311,1,2547,7226
19616,2,2,L12,18,2,2384,7181
19616,2,2,L3,764,1,20285,1637
19616,2,2,L12,144,2,6887,8131
19616,3,764,L27,768,2,1823,8985
19616,2,2,L4,18,1,2149,7181
19616,2,3,L15,18,1,3761,7203
19616,2,2,L16,18,1,2788,7181
19616,3,34,L27,741,1,7855,1785
19616,1,2,L6,188,1,9462,555
19616,2,2,L3,18,1,2788,7181
19616,3,764,L27,767,2,1492,8710
19616,2,2,L17,18,1,2446,7181
19616,2,2,L17,262,1,4163,8729
19616,2,2,L66,18,1,2581,7181
19616,3,34,L27,187,1,7215,2027
19616,2,3,L14,18,1,2165,7203
19616,3,1680,L9,188,2,12793,2591
19616,2,2,L1,13,1,5936,7163
19616,2,2,L3,953,1,6794,2923
19616,2,3,L15,22,1,4850,7170
19616,2,2,L1,17,1,7473,7102
19616,3,34,L13,187,2,8321,2027
19616,2,2,L19,18,1,2789,7181
19616,1,2,L10,47,1,11188,1074
19616,3,34,L13,188,2,8779,1910
19616,2,3,L15,19,1,7817,6740
19616,1,2,L5,741,1,10436,430
19616,2,2,L11,18,1,1547,7181
19616,2,338,L2,345,1,2312,9144
19616,2,2,L1,5,1,2339,5939
19703,2,3,L10,18,1,2165,7964
19703,2,3,L1,13,1,5520,7946
19703,2,3,L3,18,1,2372,7964
19703,2,3,L16,18,1,2372,7964
19703,3,34,L27,186,1,6973,2048
19703,3,34,L13,187,2,8321,2371
19703,1,3,L5,186,1,9138,715
19703,3,768,L27,769,2,561,7973
19703,2,3,L4,311,1,2131,8009
19703,2,3,L12,18,2,1968,7964
19703,2,3,L11,18,1,1131,7964
19703,2,3,L1,5,1,1923,6722
19703,3,34,L27,187,1,7215,2371
19703,2,3,L17,18,1,2030,7964
19703,3,34,L27,185,1,6609,2279
19703,2,3,L14,18,1,2165,7964
19703,2,3,L6,188,1,9046,1338
19703,2,3,L12,144,2,6471,8914
19703,2,3,L4,18,1,1733,7964
19703,3,34,L13,184,2,7427,2394
19703,3,34,L27,184,1,6379,2394
19703,3,764,L27,768,2,1823,9263
19703,3,34,L13,186,2,8021,2048
19703,3,34,L13,185,2,7657,2279
19703,2,3,L15,18,1,3761,7964
19703,2,3,L10,46,1,10470,1479
19703,2,3,L1,17,1,7057,7885
19703,2,3,L6,18,1,2372,7964
19703,2,2,L19,18,1,2789,7942
19703,2,3,L66,18,1,2165,7964
19703,2,3,L3,764,1,19869,2375
19703,2,3,L6,1649,1,7844,2255
19703,2,3,L15,22,1,4850,7931
19703,3,768,L27,157,2,877,8315
19703,3,768,L27,156,2,672,8204
19725,2,359,L2,362,2,1284,7251
19725,3,3,L5,409,1,7302,1905
19725,3,3,L5,185,1,8774,1832
19725,3,3,L5,183,1,8429,1926
19725,3,3,L5,410,1,7844,1648
19725,3,3,L5,184,1,8544,1740
19728,3,1680,L9,1650,2,11752,2506
19728,3,3,L5,741,1,10020,2398
19728,3,3,L6,1651,1,8588,2855
19728,3,3,L5,187,1,9380,2155
19728,3,1680,L9,1651,2,12335,2345
19728,3,3,L6,1650,1,8005,3016
