cycle,pduzone,w_people,w_time,traf_del,pass_del,sign_del
0,1,2,0,0.0,0.0,0.0
0,4,0,0,0.0,0.0,0.0
0,3,0,0,0.0,0.0,0.0
0,2,4,0,0.0,0.0,0.0
0,5,0,0,0.0,0.0,0.0
0,6,0,0,0.0,0.0,0.0
0,7,1,0,0.0,0.0,0.0
0,12,0,0,0.0,0.0,0.0
0,11,0,0,0.0,0.0,0.0
0,10,1,0,0.0,0.0,0.0
0,22,2,0,0.0,0.0,0.0
0,21,1,0,0.0,0.0,0.0
0,27,2,0,0.0,0.0,0.0
0,24,0,0,0.0,0.0,0.0
0,23,3,0,0.0,0.0,0.0
0,13,0,0,0.0,0.0,0.0
0,9,0,0,0.0,0.0,0.0
0,17,0,0,0.0,0.0,0.0
0,8,2,0,0.0,0.0,0.0
0,14,0,0,0.0,0.0,0.0
0,20,0,0,0.0,0.0,0.0
0,26,1,0,0.0,0.0,0.0
0,25,0,0,0.0,0.0,0.0
0,18,1,0,0.0,0.0,0.0
0,19,0,0,0.0,0.0,0.0
0,16,0,0,0.0,0.0,0.0
0,15,0,0,0.0,0.0,0.0
300,1,3,200,395.0000000000002,0.0,150.0
300,4,1,600,94.0,0.0,0.0
300,3,1,600,86.99999999999993,0.0,0.0
300,2,5,360,41.0,10.0,0.0
300,5,0,0,0.0,0.0,0.0
300,6,1,600,548.9999999999989,0.0,1890.0
300,7,0,0,1583.66666666665,10.0,720.0
300,12,0,0,53.0,0.0,0.0
300,11,1,600,3.0,0.0,150.0
300,10,1,0,106.66666666666656,0.0,450.0
300,22,0,0,0.0,20.0,0.0
300,21,1,600,140.66666666666657,10.0,0.0
300,27,4,300,46.0,0.0,30.0
300,24,1,600,0.0,0.0,0.0
300,23,1,600,107.0,30.0,0.0
300,13,0,0,87.33333333333329,0.0,60.0
300,9,0,0,37.0,0.0,0.0
300,17,0,0,0.0,0.0,0.0
300,8,3,600,433.6666666666656,20.0,0.0
300,14,0,0,36.0,0.0,0.0
300,20,0,0,31.0,0.0,120.0
300,26,2,600,100.0,10.0,0.0
300,25,0,0,77.0,0.0,0.0
300,18,0,0,232.66666666666666,10.0,360.0
300,19,1,600,5.0,0.0,30.0
300,16,1,600,11.0,10.0,0.0
300,15,0,0,0.0,0.0,0.0
600,1,6,800,482.0000000000002,10.0,150.0
600,4,1,600,94.0,0.0,0.0
600,3,0,0,434.6666666666666,0.0,0.0
600,2,6,600,212.0,30.0,120.0
600,5,0,0,58.0,0.0,0.0
600,6,1,1200,905.3333333333376,10.0,3990.0
600,7,0,0,2543.333333333328,10.0,1650.0
600,12,0,0,379.9999999999994,0.0,0.0
600,11,2,900,82.0,0.0,300.0
600,10,0,0,386.9999999999994,10.0,2310.0
600,22,0,0,46.0,20.0,0.0
600,21,1,600,441.3333333333316,10.0,0.0
600,27,2,600,176.0,30.0,60.0
600,24,1,1200,37.0,0.0,60.0
600,23,2,1200,230.66666666666708,60.0,0.0
600,13,0,0,189.3333333333334,0.0,210.0
600,9,0,0,37.0,0.0,0.0
600,17,0,0,0.0,0.0,0.0
600,8,3,1200,849.3333333333389,50.0,0.0
600,14,0,0,102.0,0.0,0.0
600,20,1,1200,261.5,0.0,210.0
600,26,3,1200,310.0,30.0,0.0
600,25,1,1200,198.33333333333357,0.0,0.0
600,18,0,0,427.3333333333327,10.0,360.0
600,19,1,600,59.0,0.0,60.0
600,16,1,600,161.00000000000017,10.0,0.0
600,15,0,0,50.66666666666667,0.0,0.0
