bl1,bl2,bs1,bs2,dir1,dir2,condist
L4,L44,18,17,1,2,229
L4,L44,322,1508,2,1,291
L4,L44,322,1508,2,1,291
L4,L44,322,17,2,2,309
L4,L44,322,17,2,2,309
L4,L441,18,1508,1,1,250
L4,L441,18,1508,1,1,250
L4,L441,18,17,1,2,229
L4,L441,18,17,1,2,229
L4,L441,322,1508,2,1,291
L4,L441,322,1508,2,1,291
L4,L441,322,17,2,2,309
L4,L441,322,17,2,2,309
L4,L45,1,506,1,1,340
L4,L45,1,506,1,2,340
L4,L45,1,506,2,1,340
L4,L45,1,506,2,2,340
L4,L5,1,1,1,1,0
L4,L5,18,18,1,1,0
L4,L5,1,1,1,2,0
L4,L5,18,66,1,2,141
L4,L5,66,18,2,1,141
L4,L5,66,66,2,2,0
L4,L6,2,2,1,1,0
L4,L6,18,18,1,1,0
L4,L6,2,32,1,2,6
L4,L6,18,66,1,2,141
L4,L6,66,18,2,1,141
L4,L6,66,66,2,2,0
L4,L66,1,1,1,1,0
L4,L66,18,18,1,1,0
L4,L66,1,1,1,2,0
L4,L66,18,66,1,2,141
L4,L66,66,18,2,1,141
L4,L66,66,66,2,2,0
L4,L7,1328,1345,1,1,0
L4,L7,1330,1343,1,1,0
L4,L7,1328,1328,1,2,0
L4,L7,1331,1331,1,2,0
L4,L7,1342,1342,2,1,0
L4,L7,1345,1345,2,1,0
L4,L7,1343,1330,2,2,0
L4,L7,1345,1328,2,2,0
L4,L9,18,18,1,1,0
L4,L9,1331,1331,1,1,0
L4,L9,311,322,1,2,44
L4,L9,1330,1343,1,2,0
L4,L9,1343,1330,2,1,0
L4,L9,322,311,2,1,44
L4,L9,1342,1342,2,2,0
L4,L9,322,322,2,2,0
L4,251,1,506,1,1,340
L4,251,1,506,1,2,340
L4,251,1,506,2,1,340
L4,251,1,506,2,2,340
L43,L44,18,1508,1,1,250
L43,L44,18,17,1,2,229
L43,L44,18,1508,2,1,250
L43,L44,18,17,2,2,229
L43,L441,18,1508,1,1,250
L43,L441,18,17,1,2,229
L43,L441,18,1508,2,1,250
L43,L441,18,17,2,2,229
L43,L5,18,18,1,1,0
L43,L5,411,411,1,1,0
L43,L5,34,65,1,2,102
L43,L5,410,460,1,2,25
L43,L5,460,410,2,1,25
L43,L5,459,459,2,2,0
L43,L6,18,18,1,1,0
L43,L6,18,18,1,1,0
L43,L6,18,66,1,2,141
L43,L6,18,66,1,2,141
L43,L6,18,18,2,1,0
L43,L6,18,66,2,2,141
L43,L66,18,18,1,1,0
L43,L66,406,1658,1,1,81
L43,L66,34,65,1,2,102
L43,L66,406,1672,1,2,75
L43,L66,464,1658,2,1,108
L43,L66,59,59,2,2,0
L43,L9,18,18,1,1,0
L43,L9,40,59,1,1,97
L43,L9,34,34,1,2,0
L43,L9,40,40,1,2,0
L43,L9,59,59,2,1,0
L43,L9,59,40,2,2,97
L44,L441,1508,1508,1,1,0
L44,L441,1513,1585,1,1,70
L44,L441,1508,17,1,2,21
L44,L441,1513,1570,1,2,33
L44,L441,1570,1585,2,1,102
L44,L441,1570,1570,2,2,0
L44,L5,1508,18,1,1,250
L44,L5,1508,66,1,2,367
L44,L5,17,18,2,1,229
L44,L5,17,66,2,2,345
L44,L6,1508,18,1,1,250
L44,L6,1508,66,1,2,367
L44,L6,17,18,2,1,229
L44,L6,17,66,2,2,345
L44,L66,1508,18,1,1,250
L44,L66,1508,66,1,2,367
L44,L66,17,18,2,1,229
L44,L66,17,66,2,2,345
L44,L9,1508,18,1,1,250
L44,L9,1508,180,1,2,216
L44,L9,17,18,2,1,229
L44,L9,17,180,2,2,197
L441,L5,1508,18,1,1,250
L441,L5,1508,66,1,2,367
L441,L5,17,18,2,1,229
L441,L5,17,66,2,2,345
L441,L6,1508,18,1,1,250
L441,L6,1508,66,1,2,367
L441,L6,17,18,2,1,229
L441,L6,17,66,2,2,345
L441,L66,1508,18,1,1,250
L441,L66,1508,66,1,2,367
L441,L66,17,18,2,1,229
L441,L66,17,66,2,2,345
L441,L9,1508,18,1,1,250
L441,L9,1508,180,1,2,216
L441,L9,17,18,2,1,229
L441,L9,17,322,2,2,309
L45,L5,506,1,1,1,340
L45,L5,506,1,1,2,340
L45,L5,506,1,2,1,340
L45,L5,506,1,2,2,340
L45,L6,507,375,1,1,79
L45,L6,507,375,1,1,79
L45,L6,507,381,1,2,79
L45,L6,542,375,2,1,79
L45,L6,542,381,2,2,79
L45,L66,506,1,1,1,340
L45,L66,506,1,1,2,340
L45,L66,506,1,2,1,340
L45,L66,506,1,2,2,340
L45,251,506,506,1,1,0
L45,251,506,506,1,1,0
L45,251,506,506,1,2,0
L45,251,506,506,1,2,0
L45,251,506,506,2,1,0
L45,251,506,506,2,2,0
L5,L6,2,2,1,1,0
L5,L6,18,18,1,1,0
L5,L6,741,188,1,1,91
L5,L6,741,188,1,1,91
L5,L6,2,32,1,2,6
L5,L6,18,66,1,2,141
L5,L6,741,52,1,2,89
L5,L6,741,52,1,2,89
L5,L6,767,188,2,1,91
L5,L6,767,188,2,1,91
L5,L6,66,18,2,1,141
L5,L6,767,52,2,2,89
L5,L6,767,52,2,2,89
L5,L6,66,66,2,2,0
L5,L66,1,1,1,1,0
L5,L66,406,1658,1,1,81
L5,L66,1,1,1,2,0
L5,L66,406,1672,1,2,75
L5,L66,464,1658,2,1,108
L5,L66,59,59,2,2,0
L5,L9,18,18,1,1,0
L5,L9,40,59,1,1,97
L5,L9,741,52,1,1,89
L5,L9,741,52,1,1,89
L5,L9,34,34,1,2,0
L5,L9,40,40,1,2,0
L5,L9,741,188,1,2,91
L5,L9,741,188,1,2,91
L5,L9,767,52,2,1,89
L5,L9,767,52,2,1,89
L5,L9,59,59,2,1,0
L5,L9,65,65,2,1,0
L5,L9,767,188,2,2,91
L5,L9,767,188,2,2,91
L5,L9,59,40,2,2,97
L5,L9,65,34,2,2,102
L5,251,1,506,1,1,340
L5,251,1,506,1,2,340
L5,251,1,506,2,1,340
L5,251,1,506,2,2,340
L6,L66,2,2,1,1,0
L6,L66,18,18,1,1,0
L6,L66,2,32,1,2,6
L6,L66,18,66,1,2,141
L6,L66,66,18,2,1,141
L6,L66,32,2,2,1,6
L6,L66,66,66,2,2,0
L6,L66,32,32,2,2,0
L6,L7,364,1676,1,1,0
L6,L7,369,369,1,1,0
L6,L7,364,364,1,2,0
L6,L7,369,1698,1,2,0
L6,L7,387,369,2,1,0
L6,L7,387,1698,2,2,0
L6,L9,364,364,1,1,0
L6,L9,368,368,1,1,0
L6,L9,18,18,1,1,0
L6,L9,18,18,1,1,0
L6,L9,1647,1656,1,1,0
L6,L9,364,1676,1,2,0
L6,L9,367,389,1,2,49
L6,L9,18,180,1,2,174
L6,L9,18,180,1,2,174
L6,L9,1647,1647,1,2,0
L6,L9,50,50,2,1,0
L6,L9,1656,1656,2,1,0
L6,L9,66,18,2,1,141
L6,L9,388,368,2,1,222
L6,L9,51,48,2,2,11
L6,L9,1656,1647,2,2,0
L6,L9,66,180,2,2,203
L6,L9,66,180,2,2,203
L6,L9,388,388,2,2,0
L6,251,373,383,1,1,40
L6,251,375,381,1,1,0
L6,251,373,373,1,2,0
L6,251,375,375,1,2,0
L6,251,381,381,2,1,0
L6,251,383,383,2,1,0
L6,251,381,375,2,2,0
L6,251,383,373,2,2,40
L66,L9,18,18,1,1,0
L66,L9,40,59,1,1,97
L66,L9,34,34,1,2,0
L66,L9,40,40,1,2,0
L66,L9,59,59,2,1,0
L66,L9,65,65,2,1,0
L66,L9,59,40,2,2,97
L66,L9,65,34,2,2,102
L66,251,1,506,1,1,340
L66,251,1,506,1,2,340
L66,251,1,506,2,1,340
L66,251,1,506,2,2,340
L7,L9,1673,368,1,1,100
L7,L9,1345,1328,1,1,0
L7,L9,1673,388,1,2,139
L7,L9,1345,1345,1,2,0
L7,L9,1328,1328,2,1,0
L7,L9,1328,1345,2,2,0

