bl1,bl2,bs1,bs2,dir1,dir2,condist
L23,L30,254,227,2,2,59
L23,L30,259,996,2,2,207
L23,L36,180,619,1,1,224
L23,L36,180,619,1,2,224
L23,L36,180,619,2,1,224
L23,L36,180,619,2,2,224
L23,L38,180,18,1,1,174
L23,L38,180,18,1,2,174
L23,L38,180,18,2,1,174
L23,L38,180,18,2,2,174
L23,L4,180,18,1,1,174
L23,L4,180,66,1,2,203
L23,L4,180,18,2,1,174
L23,L4,180,66,2,2,203
L23,L43,180,18,1,1,174
L23,L43,180,18,1,1,174
L23,L43,180,18,1,2,174
L23,L43,180,18,1,2,174
L23,L43,180,18,2,1,174
L23,L43,180,18,2,2,174
L23,L44,180,1508,1,1,216
L23,L44,180,17,1,2,197
L23,L44,180,1508,2,1,216
L23,L44,180,17,2,2,197
L23,L441,180,1508,1,1,216
L23,L441,180,17,1,2,197
L23,L441,180,1508,2,1,216
L23,L441,180,17,2,2,197
L23,L5,180,18,1,1,174
L23,L5,180,18,1,1,174
L23,L5,180,66,1,2,203
L23,L5,180,66,1,2,203
L23,L5,180,18,2,1,174
L23,L5,180,66,2,2,203
L23,L6,5,5,1,1,0
L23,L6,6,6,1,1,0
L23,L6,5,29,1,2,100
L23,L6,6,28,1,2,84
L23,L6,28,6,2,1,84
L23,L6,28,28,2,2,0
L23,L66,180,18,1,1,174
L23,L66,180,18,1,1,174
L23,L66,180,66,1,2,203
L23,L66,180,66,1,2,203
L23,L66,180,18,2,1,174
L23,L66,180,66,2,2,203
L23,L9,180,18,1,1,174
L23,L9,180,18,1,1,174
L23,L9,180,180,1,2,0
L23,L9,180,180,1,2,0
L23,L9,180,18,2,1,174
L23,L9,180,180,2,2,0
L24,L25,506,506,1,1,0
L24,L25,506,506,1,1,0
L24,L25,506,506,1,2,0
L24,L25,506,506,1,2,0
L24,L25,506,506,2,1,0
L24,L25,506,506,2,2,0
L24,L3,506,1,1,1,340
L24,L3,506,1,1,2,340
L24,L3,506,1,2,1,340
L24,L3,506,1,2,2,340
L24,L33,506,506,1,1,0
L24,L33,507,507,1,1,0
L24,L33,506,506,1,2,0
L24,L33,506,506,1,2,0
L24,L33,506,506,2,1,0
L24,L33,542,542,2,2,0
L24,L35,506,506,1,1,0
L24,L35,510,510,1,1,0
L24,L35,506,506,1,2,0
L24,L35,509,540,1,2,0
L24,L35,540,509,2,1,0
L24,L35,539,539,2,2,0
L24,L4,506,1,1,1,340
L24,L4,506,1,1,2,340
L24,L4,506,1,2,1,340
L24,L4,506,1,2,2,340
L24,L45,506,506,1,1,0
L24,L45,510,510,1,1,0
L24,L45,506,506,1,2,0
L24,L45,509,540,1,2,0
L24,L45,540,509,2,1,0
L24,L45,539,539,2,2,0
L24,L5,506,1,1,1,340
L24,L5,506,1,1,2,340
L24,L5,506,1,2,1,340
L24,L5,506,1,2,2,340
L24,L6,507,375,1,1,79
L24,L6,507,375,1,1,79
L24,L6,507,381,1,2,79
L24,L6,542,375,2,1,79
L24,L6,542,381,2,2,79
L24,L66,506,1,1,1,340
L24,L66,506,1,1,2,340
L24,L66,506,1,2,1,340
L24,L66,506,1,2,2,340
L24,251,506,506,1,1,0
L24,251,506,506,1,1,0
L24,251,506,506,1,2,0
L24,251,506,506,1,2,0
L24,251,506,506,2,1,0
L24,251,506,506,2,2,0
L25,L3,506,1,1,1,340
L25,L3,506,1,1,2,340
L25,L3,506,1,2,1,340
L25,L3,506,1,2,2,340
L25,L33,506,506,1,1,0
L25,L33,506,506,1,1,0
L25,L33,506,506,1,2,0
L25,L33,506,506,1,2,0
L25,L33,506,506,2,1,0
L25,L33,506,506,2,2,0
L25,L35,506,506,1,1,0
L25,L35,506,506,1,1,0
L25,L35,506,506,1,2,0
L25,L35,506,506,1,2,0
L25,L35,506,506,2,1,0
L25,L35,506,506,2,2,0
L25,L4,506,1,1,1,340
L25,L4,506,1,1,2,340
L25,L4,506,1,2,1,340
L25,L4,506,1,2,2,340
L25,L45,506,506,1,1,0
L25,L45,506,506,1,1,0
L25,L45,506,506,1,2,0
L25,L45,506,506,1,2,0
L25,L45,506,506,2,1,0
L25,L45,506,506,2,2,0
L25,L5,506,1,1,1,340
L25,L5,506,1,1,2,340
L25,L5,506,1,2,1,340
L25,L5,506,1,2,2,340
L25,L6,381,375,1,1,0
L25,L6,383,373,1,1,40
L25,L6,381,381,1,2,0
L25,L6,383,383,1,2,0
L25,L6,373,373,2,1,0
L25,L6,373,383,2,2,40
L25,L6,375,381,2,2,0
L25,L66,506,1,1,1,340
L25,L66,506,1,1,2,340
L25,L66,506,1,2,1,340
L25,L66,506,1,2,2,340
L25,251,506,506,1,1,0
L25,251,545,545,1,1,0
L25,251,506,506,1,2,0
L25,251,544,617,1,2,82
L25,251,617,544,2,1,82
L25,251,616,616,2,2,0
L26,L261,619,619,1,1,0
L26,L261,269,269,1,1,0
L26,L261,619,619,1,2,0
L26,L261,269,287,1,2,0
L26,L261,287,269,2,1,0
L26,L261,287,287,2,2,0
L26,L262,619,619,1,1,0
L26,L262,269,269,1,1,0
L26,L262,619,619,1,2,0
L26,L262,269,287,1,2,0
L26,L262,287,269,2,1,0
L26,L262,287,287,2,2,0
L26,L27,619,180,1,1,224
L26,L27,619,180,1,2,224
L26,L27,619,180,2,1,224
L26,L27,619,180,2,2,224
L26,L28,619,771,1,1,131
L26,L28,261,772,1,1,0
L26,L28,267,267,1,1,0
L26,L28,269,776,1,1,57
L26,L28,619,771,1,2,131
L26,L28,261,861,1,2,13
L26,L28,267,289,1,2,62
L26,L28,269,856,1,2,0
L26,L28,287,776,2,1,57
L26,L28,289,267,2,1,62
L26,L28,294,773,2,1,31
L26,L28,619,771,2,1,131
L26,L28,287,856,2,2,0
L26,L28,289,289,2,2,0
L26,L28,294,860,2,2,0
L26,L28,619,771,2,2,131
L26,L3,619,18,1,1,200
L26,L3,619,66,1,2,333
L26,L3,619,18,2,1,200
L26,L3,619,66,2,2,333
L26,L36,619,619,1,1,0
L26,L36,619,311,1,1,343
L26,L36,619,619,1,2,0
L26,L36,619,322,1,2,298
L26,L36,619,619,2,1,0
L26,L36,297,322,2,2,114
L26,L38,619,18,1,1,200
L26,L38,619,17,1,2,68
L26,L38,619,18,2,1,200
L26,L38,619,17,2,2,68
L26,L4,619,18,1,1,200
L26,L4,619,311,1,1,343
L26,L4,619,322,1,2,298
L26,L4,619,322,1,2,298
L26,L4,297,311,2,1,140
L26,L4,297,322,2,2,114
L26,L43,619,18,1,1,200
L26,L43,619,18,1,2,200
L26,L43,619,18,2,1,200
L26,L43,619,18,2,2,200
L26,L44,619,1508,1,1,76
L26,L44,619,17,1,2,68
L26,L44,619,1508,2,1,76
L26,L44,619,17,2,2,68
L26,L441,619,1508,1,1,76
L26,L441,619,17,1,2,68
L26,L441,619,1508,2,1,76
L26,L441,619,17,2,2,68
L26,L5,619,18,1,1,200
L26,L5,619,66,1,2,333
L26,L5,619,18,2,1,200
L26,L5,619,66,2,2,333
L26,L6,619,18,1,1,200
L26,L6,619,66,1,2,333
L26,L6,619,18,2,1,200
L26,L6,619,66,2,2,333
L26,L66,619,18,1,1,200
L26,L66,619,66,1,2,333
L26,L66,619,18,2,1,200
L26,L66,619,66,2,2,333
L26,L7,262,1681,1,1,349
L26,L7,262,1691,1,2,357
L26,L7,294,1681,2,1,340
L26,L7,294,1691,2,2,347
L26,L9,619,18,1,1,200
L26,L9,619,311,1,1,343
L26,L9,262,1691,1,1,357
L26,L9,619,180,1,2,224
L26,L9,619,322,1,2,298
L26,L9,262,1681,1,2,349
L26,L9,294,1691,2,1,347
L26,L9,297,311,2,1,140
L26,L9,294,1681,2,2,340
L26,L9,297,322,2,2,114
L261,L262,619,619,1,1,0
L261,L262,269,269,1,1,0
L261,L262,619,619,1,2,0
L261,L262,269,287,1,2,0
L261,L262,287,269,2,1,0
L261,L262,287,287,2,2,0
L261,L27,619,180,1,1,224
L261,L27,619,180,1,2,224
L261,L27,619,180,2,1,224
L261,L27,619,180,2,2,224
L261,L28,619,771,1,1,131
L261,L28,261,772,1,1,0
L261,L28,267,267,1,1,0
L261,L28,269,776,1,1,57
L261,L28,619,771,1,2,131
L261,L28,261,861,1,2,13
L261,L28,267,289,1,2,62
L261,L28,269,856,1,2,0
L261,L28,287,776,2,1,57
L261,L28,289,267,2,1,62
L261,L28,294,773,2,1,31
L261,L28,619,771,2,1,131
L261,L28,287,856,2,2,0
L261,L28,289,289,2,2,0
L261,L28,294,860,2,2,0
L261,L28,619,771,2,2,131
L261,L3,619,18,1,1,200
L261,L3,619,66,1,2,333
L261,L3,619,18,2,1,200
L261,L3,619,66,2,2,333
L261,L36,619,619,1,1,0
L261,L36,619,311,1,1,343
L261,L36,619,619,1,2,0
L261,L36,619,322,1,2,298
L261,L36,619,619,2,1,0
L261,L36,297,322,2,2,114
L261,L38,619,18,1,1,200
L261,L38,619,17,1,2,68
L261,L38,619,18,2,1,200
L261,L38,619,17,2,2,68
L261,L4,619,18,1,1,200
L261,L4,619,311,1,1,343
L261,L4,619,322,1,2,298
L261,L4,619,322,1,2,298
L261,L4,297,311,2,1,140
L261,L4,297,322,2,2,114
L261,L43,619,18,1,1,200
L261,L43,619,18,1,2,200
L261,L43,619,18,2,1,200
L261,L43,619,18,2,2,200
L261,L44,619,1508,1,1,76
L261,L44,619,17,1,2,68
L261,L44,619,1508,2,1,76
L261,L44,619,17,2,2,68
L261,L441,619,1508,1,1,76
L261,L441,619,17,1,2,68
L261,L441,619,1508,2,1,76
L261,L441,619,17,2,2,68
L261,L5,619,18,1,1,200
L261,L5,619,66,1,2,333
L261,L5,619,18,2,1,200
L261,L5,619,66,2,2,333
L261,L6,619,18,1,1,200
L261,L6,619,66,1,2,333
L261,L6,619,18,2,1,200
L261,L6,619,66,2,2,333
L261,L66,619,18,1,1,200
L261,L66,619,66,1,2,333
L261,L66,619,18,2,1,200
L261,L66,619,66,2,2,333
L261,L7,262,1681,1,1,349
L261,L7,262,1691,1,2,357
L261,L7,294,1681,2,1,340
L261,L7,294,1691,2,2,347
L261,L9,619,18,1,1,200
L261,L9,619,311,1,1,343
L261,L9,262,1691,1,1,357
L261,L9,619,180,1,2,224
L261,L9,619,322,1,2,298
L261,L9,262,1681,1,2,349
L261,L9,294,1691,2,1,347
L261,L9,297,311,2,1,140
L261,L9,294,1681,2,2,340
L261,L9,297,322,2,2,114
L262,L27,619,180,1,1,224
L262,L27,619,180,1,2,224
L262,L27,619,180,2,1,224
L262,L27,619,180,2,2,224
L262,L28,619,771,1,1,131
L262,L28,261,772,1,1,0
L262,L28,267,267,1,1,0
L262,L28,269,776,1,1,57
L262,L28,619,771,1,2,131
L262,L28,261,861,1,2,13
L262,L28,267,289,1,2,62
L262,L28,269,856,1,2,0
L262,L28,287,776,2,1,57
L262,L28,289,267,2,1,62
L262,L28,294,773,2,1,31
L262,L28,619,771,2,1,131
L262,L28,287,856,2,2,0
L262,L28,289,289,2,2,0
L262,L28,294,860,2,2,0
L262,L28,619,771,2,2,131
L262,L3,619,18,1,1,200
L262,L3,619,66,1,2,333
L262,L3,619,18,2,1,200
L262,L3,619,66,2,2,333
L262,L36,619,619,1,1,0
L262,L36,619,311,1,1,343
L262,L36,619,619,1,2,0
L262,L36,619,322,1,2,298
L262,L36,619,619,2,1,0
L262,L36,297,322,2,2,114
L262,L38,619,18,1,1,200
L262,L38,619,17,1,2,68
L262,L38,619,18,2,1,200
L262,L38,619,17,2,2,68
L262,L4,619,18,1,1,200
L262,L4,619,311,1,1,343
L262,L4,619,322,1,2,298
L262,L4,619,322,1,2,298
L262,L4,297,311,2,1,140
L262,L4,297,322,2,2,114
L262,L43,619,18,1,1,200
L262,L43,619,18,1,2,200
L262,L43,619,18,2,1,200
L262,L43,619,18,2,2,200
L262,L44,619,1508,1,1,76
L262,L44,619,17,1,2,68
L262,L44,619,1508,2,1,76
L262,L44,619,17,2,2,68
L262,L441,619,1508,1,1,76
L262,L441,619,17,1,2,68
L262,L441,619,1508,2,1,76
L262,L441,619,17,2,2,68
L262,L5,619,18,1,1,200
L262,L5,619,66,1,2,333
L262,L5,619,18,2,1,200
L262,L5,619,66,2,2,333
L262,L6,619,18,1,1,200
L262,L6,619,66,1,2,333
L262,L6,619,18,2,1,200
L262,L6,619,66,2,2,333
L262,L66,619,18,1,1,200
L262,L66,619,66,1,2,333
L262,L66,619,18,2,1,200
L262,L66,619,66,2,2,333
L262,L7,262,1681,1,1,349
L262,L7,262,1691,1,2,357
L262,L7,294,1681,2,1,340
L262,L7,294,1691,2,2,347
L262,L9,619,18,1,1,200
L262,L9,619,311,1,1,343
L262,L9,262,1691,1,1,357
L262,L9,619,180,1,2,224
L262,L9,619,322,1,2,298
L262,L9,262,1681,1,2,349
L262,L9,294,1691,2,1,347
L262,L9,297,311,2,1,140
L262,L9,294,1681,2,2,340
L262,L9,297,322,2,2,114
L27,L28,180,771,1,1,174
L27,L28,180,771,1,2,174
L27,L28,180,771,2,1,174
L27,L28,180,771,2,2,174
L27,L3,180,18,1,1,174
L27,L3,180,18,1,1,174
L27,L3,180,66,1,2,203
L27,L3,180,66,1,2,203
L27,L3,180,18,2,1,174
L27,L3,180,66,2,2,203
L27,L30,36,991,1,1,260
L27,L30,37,37,1,1,0
L27,L30,36,991,1,2,260
L27,L30,37,62,1,2,16
L27,L30,62,37,2,1,16
L27,L30,63,991,2,1,258
L27,L30,62,62,2,2,0
L27,L30,63,991,2,2,258
L27,L36,180,619,1,1,224
L27,L36,180,619,1,2,224
L27,L36,180,619,2,1,224
L27,L36,180,619,2,2,224
L27,L38,180,18,1,1,174
L27,L38,180,18,1,2,174
L27,L38,180,18,2,1,174
L27,L38,180,18,2,2,174
L27,L4,180,18,1,1,174
L27,L4,180,66,1,2,203
L27,L4,180,18,2,1,174
L27,L4,180,66,2,2,203
L27,L43,34,34,1,1,0
L27,L43,411,411,1,1,0
L27,L43,34,65,1,2,102
L27,L43,410,460,1,2,25
L27,L43,460,410,2,1,25
L27,L43,459,459,2,2,0
L27,L44,180,1508,1,1,216
L27,L44,180,17,1,2,197
L27,L44,180,1508,2,1,216
L27,L44,180,17,2,2,197
L27,L441,180,1508,1,1,216
L27,L441,180,17,1,2,197
L27,L441,180,1508,2,1,216
L27,L441,180,17,2,2,197
L27,L5,34,34,1,1,0
L27,L5,742,742,1,1,0
L27,L5,34,65,1,2,102
L27,L5,742,766,1,2,0
L27,L5,766,742,2,1,0
L27,L5,766,766,2,2,0
L27,L6,180,18,1,1,174
L27,L6,180,18,1,1,174
L27,L6,741,188,1,1,91
L27,L6,741,188,1,1,91
L27,L6,180,66,1,2,203
L27,L6,180,66,1,2,203
L27,L6,741,52,1,2,89
L27,L6,741,52,1,2,89
L27,L6,767,188,2,1,91
L27,L6,767,188,2,1,91
L27,L6,180,18,2,1,174
L27,L6,767,52,2,2,89
L27,L6,767,52,2,2,89
L27,L6,180,66,2,2,203
L27,L66,34,34,1,1,0
L27,L66,406,1658,1,1,81
L27,L66,34,65,1,2,102
L27,L66,406,1672,1,2,75
L27,L66,464,1658,2,1,108
L27,L66,59,59,2,2,0
L27,L9,34,65,1,1,102
L27,L9,40,59,1,1,97
L27,L9,741,52,1,1,89
L27,L9,741,52,1,1,89
L27,L9,180,180,1,2,0
L27,L9,40,40,1,2,0
L27,L9,741,188,1,2,91
L27,L9,741,188,1,2,91
L27,L9,767,52,2,1,89
L27,L9,767,52,2,1,89
L27,L9,59,59,2,1,0
L27,L9,767,188,2,2,91
L27,L9,767,188,2,2,91
L27,L9,59,40,2,2,97
L28,L3,771,18,1,1,69
L28,L3,771,66,1,2,207
L28,L3,771,18,2,1,69
L28,L3,771,66,2,2,207
L28,L36,771,619,1,1,131
L28,L36,771,619,1,2,131
L28,L36,771,619,2,1,131
L28,L36,771,619,2,2,131
L28,L38,771,18,1,1,69
L28,L38,771,18,1,2,69
L28,L38,771,18,2,1,69
L28,L38,771,18,2,2,69
L28,L4,771,18,1,1,69
L28,L4,771,66,1,2,207
L28,L4,771,18,2,1,69
L28,L4,771,66,2,2,207
L28,L43,771,18,1,1,69
L28,L43,771,18,1,2,69
L28,L43,771,18,2,1,69
L28,L43,771,18,2,2,69
L28,L44,771,1508,1,1,186
L28,L44,771,17,1,2,167
L28,L44,771,1508,2,1,186
L28,L44,771,17,2,2,167
L28,L441,771,1508,1,1,186
L28,L441,771,17,1,2,167
L28,L441,771,1508,2,1,186
L28,L441,771,17,2,2,167
L28,L5,771,18,1,1,69
L28,L5,771,66,1,2,207
L28,L5,771,18,2,1,69
L28,L5,771,66,2,2,207
L28,L6,771,18,1,1,69
L28,L6,771,66,1,2,207
L28,L6,771,18,2,1,69
L28,L6,771,66,2,2,207
L28,L66,771,18,1,1,69
L28,L66,771,66,1,2,207
L28,L66,771,18,2,1,69
L28,L66,771,66,2,2,207
L28,L7,773,1681,1,1,344
L28,L7,773,1691,1,2,350
L28,L7,860,1681,2,1,340
L28,L7,860,1691,2,2,347
L28,L9,771,18,1,1,69
L28,L9,773,1691,1,1,350
L28,L9,771,180,1,2,174
L28,L9,773,1681,1,2,344
L28,L9,860,1691,2,1,347
L28,L9,771,18,2,1,69
L28,L9,860,1681,2,2,340
L28,L9,771,180,2,2,174
L29,L39,862,862,1,1,0
L29,L39,864,864,1,1,0
L29,L39,862,363,1,2,60
L29,L39,864,946,1,2,0
L29,L39,946,864,2,1,0
L29,L39,946,946,2,2,0
L29,L6,862,363,1,1,60
L29,L6,862,363,1,2,60
L29,L6,363,363,2,1,0
L29,L6,363,363,2,2,0
L29,L7,862,862,1,1,0
L29,L7,862,364,1,2,205
L29,L7,363,862,2,1,60
L29,L7,363,364,2,2,203
L29,L9,862,364,1,1,205
L29,L9,862,862,1,2,0
L29,L9,363,364,2,1,203
L29,L9,363,862,2,2,60
L3,L30,949,990,1,1,154
L3,L30,951,951,1,1,0
L3,L30,949,990,1,2,154
L3,L30,951,951,1,2,0
L3,L30,985,951,2,1,0
L3,L30,986,951,2,1,215
L3,L30,985,951,2,2,0
L3,L30,986,951,2,2,215
L3,L33,1,506,1,1,340
L3,L33,1,506,1,2,340
L3,L33,1,506,2,1,340
L3,L33,1,506,2,2,340
L3,L35,1,506,1,1,340
L3,L35,1,506,1,2,340
L3,L35,1,506,2,1,340
L3,L35,1,506,2,2,340
L3,L36,18,619,1,1,200
L3,L36,18,619,1,2,200
L3,L36,66,619,2,1,333
L3,L36,66,619,2,2,333
L3,L38,18,18,1,1,0
L3,L38,18,18,1,2,0
L3,L38,66,18,2,1,141
L3,L38,66,18,2,2,141
L3,L4,1,1,1,1,0
L3,L4,18,18,1,1,0
L3,L4,1,1,1,2,0
L3,L4,18,66,1,2,141
L3,L4,66,18,2,1,141
L3,L4,66,66,2,2,0
L3,L43,18,18,1,1,0
L3,L43,18,18,1,1,0
L3,L43,964,412,1,1,392
L3,L43,18,18,1,2,0
L3,L43,18,18,1,2,0
L3,L43,66,18,2,1,141
L3,L43,66,18,2,1,141
L3,L43,66,18,2,2,141
L3,L44,18,1508,1,1,250
L3,L44,18,17,1,2,229
L3,L44,66,1508,2,1,367
L3,L44,66,17,2,2,345
L3,L441,18,1508,1,1,250
L3,L441,18,17,1,2,229
L3,L441,66,1508,2,1,367
L3,L441,66,17,2,2,345
L3,L45,1,506,1,1,340
L3,L45,1,506,1,2,340
L3,L45,1,506,2,1,340
L3,L45,1,506,2,2,340
L3,L5,1,1,1,1,0
L3,L5,18,18,1,1,0
L3,L5,1,1,1,2,0
L3,L5,18,66,1,2,141
L3,L5,66,18,2,1,141
L3,L5,66,66,2,2,0
L3,L6,2,2,1,1,0
L3,L6,952,952,1,1,0
L3,L6,2,32,1,2,6
L3,L6,952,984,1,2,22
L3,L6,983,1646,2,1,100
L3,L6,983,1657,2,2,100
L3,L66,1,1,1,1,0
L3,L66,18,18,1,1,0
L3,L66,1,1,1,2,0
L3,L66,18,66,1,2,141
L3,L66,66,18,2,1,141
L3,L66,66,66,2,2,0
L3,L9,18,18,1,1,0
L3,L9,18,18,1,1,0
L3,L9,953,399,1,1,329
L3,L9,18,180,1,2,174
L3,L9,18,180,1,2,174
L3,L9,953,398,1,2,329
L3,L9,982,1656,2,1,381
L3,L9,982,1656,2,1,381
L3,L9,66,18,2,1,141
L3,L9,982,1647,2,2,381
L3,L9,982,1647,2,2,381
L3,L9,66,180,2,2,203
L3,L9,66,180,2,2,203
L3,251,1,506,1,1,340
L3,251,1,506,1,2,340
L3,251,1,506,2,1,340
L3,251,1,506,2,2,340
L30,L43,36,36,1,1,0
L30,L43,37,37,1,1,0
L30,L43,37,62,1,2,16
L30,L43,37,62,1,2,16
L30,L43,62,37,2,1,16
L30,L43,62,37,2,1,16
L30,L43,62,62,2,2,0
L30,L43,63,63,2,2,0
L30,L5,36,36,1,1,0
L30,L5,37,37,1,1,0
L30,L5,37,62,1,2,16
L30,L5,37,62,1,2,16
L30,L5,62,37,2,1,16
L30,L5,62,37,2,1,16
L30,L5,62,62,2,2,0
L30,L5,63,63,2,2,0
L30,L6,990,949,1,1,154
L30,L6,990,949,1,1,154
L30,L6,990,988,1,2,267
L30,L6,951,986,1,2,215
L30,L6,990,949,2,1,154
L30,L6,990,949,2,1,154
L30,L6,951,986,2,2,215
L30,L6,990,988,2,2,267
L30,L66,36,36,1,1,0
L30,L66,37,37,1,1,0
L30,L66,37,62,1,2,16
L30,L66,37,62,1,2,16
L30,L66,62,37,2,1,16
L30,L66,62,37,2,1,16
L30,L66,62,62,2,2,0
L30,L66,63,63,2,2,0
L30,L9,37,62,1,1,16
L30,L9,37,62,1,1,16
L30,L9,36,36,1,2,0
L30,L9,37,37,1,2,0
L30,L9,62,62,2,1,0
L30,L9,63,63,2,1,0
L30,L9,62,37,2,2,16
L30,L9,62,37,2,2,16
L33,L35,506,506,1,1,0
L33,L35,507,507,1,1,0
L33,L35,506,506,1,2,0
L33,L35,506,506,1,2,0
L33,L35,506,506,2,1,0
L33,L35,542,542,2,2,0
L33,L4,506,1,1,1,340
L33,L4,506,1,1,2,340
L33,L4,506,1,2,1,340
L33,L4,506,1,2,2,340
L33,L45,506,506,1,1,0
L33,L45,507,507,1,1,0
L33,L45,506,506,1,2,0
L33,L45,506,506,1,2,0
L33,L45,506,506,2,1,0
L33,L45,542,542,2,2,0
L33,L5,506,1,1,1,340
L33,L5,506,1,1,2,340
L33,L5,506,1,2,1,340
L33,L5,506,1,2,2,340
L33,L6,507,375,1,1,79
L33,L6,507,375,1,1,79
L33,L6,507,381,1,2,79
L33,L6,542,375,2,1,79
L33,L6,542,381,2,2,79
L33,L66,506,1,1,1,340
L33,L66,506,1,1,2,340
L33,L66,506,1,2,1,340
L33,L66,506,1,2,2,340
L33,251,506,506,1,1,0
L33,251,506,506,1,1,0
L33,251,506,506,1,2,0
L33,251,506,506,1,2,0
L33,251,506,506,2,1,0
L33,251,506,506,2,2,0
L35,L4,506,1,1,1,340
L35,L4,506,1,1,2,340
L35,L4,506,1,2,1,340
L35,L4,506,1,2,2,340
L35,L45,506,506,1,1,0
L35,L45,510,510,1,1,0
L35,L45,506,506,1,2,0
L35,L45,509,540,1,2,0
L35,L45,540,509,2,1,0
L35,L45,539,539,2,2,0
L35,L5,506,1,1,1,340
L35,L5,506,1,1,2,340
L35,L5,506,1,2,1,340
L35,L5,506,1,2,2,340
L35,L6,507,375,1,1,79
L35,L6,507,375,1,1,79
L35,L6,507,381,1,2,79
L35,L6,542,375,2,1,79
L35,L6,542,381,2,2,79
L35,L66,506,1,1,1,340
L35,L66,506,1,1,2,340
L35,L66,506,1,2,1,340
L35,L66,506,1,2,2,340
L35,251,506,506,1,1,0
L35,251,506,506,1,1,0
L35,251,506,506,1,2,0
L35,251,506,506,1,2,0
L35,251,506,506,2,1,0
L35,251,506,506,2,2,0
L36,L38,619,18,1,1,200
L36,L38,1160,1160,1,1,0
L36,L38,1161,1161,1,1,0
L36,L38,619,17,1,2,68
L36,L38,619,17,1,2,68
L36,L38,1161,1180,1,2,17
L36,L38,1161,1180,1,2,17
L36,L38,1180,1161,2,1,17
L36,L38,1180,1161,2,1,17
L36,L38,619,18,2,1,200
L36,L38,1179,1179,2,2,0
L36,L38,1180,1180,2,2,0
L36,L38,619,17,2,2,68
L36,L4,311,311,1,1,0
L36,L4,313,313,1,1,0
L36,L4,311,322,1,2,44
L36,L4,313,320,1,2,64
L36,L4,320,313,2,1,64
L36,L4,320,320,2,2,0
L36,L43,619,18,1,1,200
L36,L43,619,18,1,2,200
L36,L43,619,18,2,1,200
L36,L43,619,18,2,2,200
L36,L44,619,1508,1,1,76
L36,L44,619,1508,1,1,76
L36,L44,619,17,1,2,68
L36,L44,619,17,1,2,68
L36,L44,619,1508,2,1,76
L36,L44,619,17,2,2,68
L36,L441,619,1508,1,1,76
L36,L441,619,1508,1,1,76
L36,L441,619,17,1,2,68
L36,L441,619,17,1,2,68
L36,L441,619,1508,2,1,76
L36,L441,619,17,2,2,68
L36,L5,619,18,1,1,200
L36,L5,619,66,1,2,333
L36,L5,619,18,2,1,200
L36,L5,619,66,2,2,333
L36,L6,619,18,1,1,200
L36,L6,619,66,1,2,333
L36,L6,619,18,2,1,200
L36,L6,619,66,2,2,333
L36,L66,619,18,1,1,200
L36,L66,619,66,1,2,333
L36,L66,619,18,2,1,200
L36,L66,619,66,2,2,333
L36,L7,314,1345,1,1,141
L36,L7,144,144,1,1,0
L36,L7,314,1328,1,2,141
L36,L7,144,111,1,2,12
L36,L7,111,144,2,1,12
L36,L7,319,1345,2,1,150
L36,L7,111,111,2,2,0
L36,L7,319,1328,2,2,150
L36,L9,311,311,1,1,0
L36,L9,313,313,1,1,0
L36,L9,311,322,1,2,44
L36,L9,313,320,1,2,64
L36,L9,320,313,2,1,64
L36,L9,320,320,2,2,0
L38,L4,18,18,1,1,0
L38,L4,18,66,1,2,141
L38,L4,18,18,2,1,0
L38,L4,18,66,2,2,141
L38,L43,18,18,1,1,0
L38,L43,18,18,1,2,0
L38,L43,18,18,2,1,0
L38,L43,18,18,2,2,0
L38,L44,19,19,1,1,0
L38,L44,23,23,1,1,0
L38,L44,18,17,1,2,229
L38,L44,22,13,1,2,36
L38,L44,23,12,1,2,66
L38,L44,13,22,2,1,36
L38,L44,12,12,2,2,0
L38,L44,14,14,2,2,0
L38,L44,17,17,2,2,0
L38,L441,19,19,1,1,0
L38,L441,23,1577,1,1,0
L38,L441,19,1630,1,2,181
L38,L441,23,1627,1,2,66
L38,L441,13,1576,2,1,19
L38,L441,12,1627,2,2,0
L38,L5,18,18,1,1,0
L38,L5,18,66,1,2,141
L38,L5,18,18,2,1,0
L38,L5,18,66,2,2,141
L38,L6,18,18,1,1,0
L38,L6,18,66,1,2,141
L38,L6,18,18,2,1,0
L38,L6,18,66,2,2,141
L38,L66,18,18,1,1,0
L38,L66,18,66,1,2,141
L38,L66,18,18,2,1,0
L38,L66,18,66,2,2,141
L38,L7,1160,145,1,1,143
L38,L7,1160,110,1,2,91
L38,L7,1268,145,2,1,126
L38,L7,1268,110,2,2,100
L38,L9,18,18,1,1,0
L38,L9,18,180,1,2,174
L38,L9,18,18,2,1,0
L38,L9,18,180,2,2,174
L39,L6,862,363,1,1,60
L39,L6,862,363,1,2,60
L39,L6,363,363,2,1,0
L39,L6,363,363,2,2,0
L39,L7,862,862,1,1,0
L39,L7,862,364,1,2,205
L39,L7,363,862,2,1,60
L39,L7,363,364,2,2,203
L39,L9,862,364,1,1,205
L39,L9,862,862,1,2,0
L39,L9,363,364,2,1,203
L39,L9,363,862,2,2,60
L4,L43,18,18,1,1,0
L4,L43,18,18,1,2,0
L4,L43,66,18,2,1,141
L4,L43,66,18,2,2,141
L4,L44,18,1508,1,1,250
L4,L44,18,1508,1,1,250
L4,L44,18,17,1,2,229
