cycle,waiting1st,waiting2nd,onboard,arrived
0,0,0,0,0
60,9,1,10,0
120,18,3,19,0
180,19,4,37,0
240,24,8,48,0
300,24,16,57,3
360,31,16,66,7
420,35,20,87,19
480,41,21,117,23
540,51,27,134,31
600,55,31,153,45
660,62,43,160,60
720,58,47,171,90
780,67,44,221,117
840,75,50,271,136
