cycle,tt1l,tt2l,wt1l,wt2l
3720,2556.5292096219932,4823.5400974745235,606.1340206185567,1896.2560921577315
3780,2572.6101694915255,4834.520311149525,600.6779661016949,1909.2912705272256
3840,2573.2328308207707,4843.9198312236285,607.6716917922948,1939.691983122363
3900,2566.6118421052633,4851.138245033113,605.3125,1981.7508278145694
3960,2584.6763754045305,4855.7856272838,619.2556634304207,2005.006090133983
4020,2581.773162939297,4866.442037705576,616.0862619808307,2001.163257119936
4080,2585.3164556962024,4899.732809430256,614.9050632911392,2028.074656188605
4140,2596.7295597484276,4889.409020217729,633.0345911949686,2033.1259720062208
4200,2593.5358255451715,4886.651305683564,641.2772585669782,2037.100614439324
4260,2590.6018518518517,4891.919575113809,645.2623456790124,2036.726100151745
4320,2592.8006088280063,4903.61598804632,646.2557077625571,2043.7093761673516
4380,2592.4663677130043,4911.480519480519,652.2571001494769,2047.5064935064936
4440,2585.362962962963,4921.650770359501,651.0666666666667,2048.495964783566
4500,2577.9532163742692,4934.3386627906975,658.9473684210526,2044.9018895348838
4560,2570.24531024531,4939.362391930836,661.2409812409812,2038.7896253602305
4620,2551.6949152542375,4934.308624376336,656.2146892655368,2034.016393442623
4680,2542.465181058496,4922.3185341789995,650.933147632312,2026.7829457364342
4740,2535.392022008253,4910.725442554669,646.9050894085282,2041.6244359597363
4800,2536.129905277402,4891.911764705882,641.0554803788904,2051.8809849521203
4860,2536.927152317881,4885.871898054997,646.2649006622516,2058.326626425218
4920,2544.0078843626807,4882.9667434968715,645.5059132720105,2061.3105037866317
4980,2566.4129032258065,4886.874798841326,640.1032258064516,2069.82941744448
5040,2579.3797468354433,4902.029077117572,640.379746835443,2071.4475347661187
5100,2579.7375,4901.774092615769,643.0375,2068.648310387985
5160,2585.085995085995,4899.8421052631575,641.2039312039312,2065.8792569659445
5220,2598.0998781973203,4903.232230392156,650.1339829476249,2072.245710784314
5280,2600.690072639225,4901.2930513595165,652.0096852300242,2071.812688821752
5340,2606.2139423076924,4905.290071770335,650.1923076923077,2081.1662679425835
5400,2605.4916067146282,4918.577764636309,650.0719424460432,2084.9645180366647
5460,2606.678614097969,4916.208308952604,649.7849462365591,2094.0579286132242
5520,2609.309523809524,4927.974100719424,648.3571428571429,2121.3870503597122
5580,2613.905325443787,4947.083333333333,656.3668639053254,2140.484693877551
5640,2611.7021276595747,4951.570386988222,656.4893617021277,2150.431856421761
5700,2614.3962485345837,4956.681477367398,657.1746776084408,2161.2913079700083
5760,2626.724941724942,4955.9309392265195,655.3146853146853,2158.0303867403313
5820,2623.0581395348836,4962.25,653.9883720930233,2158.1401098901097
5880,2626.6743916570103,4963.887070376432,653.5921205098493,2161.661211129296
5940,2626.6743916570103,4989.194685466377,653.5921205098493,2158.8340563991324
6000,2624.6296296296296,4996.229110512129,653.6458333333334,2160.8814016172505
6060,2627.946943483276,4995.815640956732,652.7220299884659,2163.286750873421
6120,2619.827981651376,4998.853469059737,651.0779816513761,2162.652022502009
6180,2622.3972602739727,5017.10407239819,652.568493150685,2162.7761511844556
6240,2622.3972602739727,5016.446740858506,652.568493150685,2165.373608903021
6300,2622.3972602739727,5016.996830427892,652.568493150685,2164.078182778658
6360,2628.2687927107063,5011.834428383706,651.1958997722096,2167.57950065703
6420,2643.8977272727275,5027.776037588097,652.0227272727273,2167.4105977551553
6480,2641.572398190045,5029.368831168831,659.0950226244344,2176.2675324675324
