cycle,tt1l,tt2l,wt1l,wt2l
0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0
180,355.0,0.0,305.0,0.0
240,355.0,1180.0,305.0,650.0
300,1098.3333333333333,1180.0,410.0,650.0
