cycle,waiting1st,waiting2nd,onboard,arrived
0,0,0,0,0
60,12,0,8,0
120,17,0,23,0
180,18,3,38,1
240,23,9,44,4
300,26,13,53,8
360,36,15,55,14
420,38,11,91,21
480,32,14,127,29
540,36,25,144,38
600,53,34,141,56
660,63,37,154,71
720,66,43,163,94
780,74,42,215,118
840,72,52,269,139
