cycle,ind,origin,destin,bttype,bl,dir,dist,walk,wtt,tpt
180,63854,21,21,1,L9,1,994,382,1090,240
240,96291,26,27,1,L21,1,4087,80,60,820
240,9552,16,3,1,L2,2,2815,658,0,2200
240,267,1,2,1,L7,1,3066,584,1620,650
300,69929,22,21,1,L9,1,2759,0,300,910
300,9341,2,2,1,L2,1,1732,463,110,610
300,88547,26,1,1,L20,2,7259,71,820,1900
300,51274,12,7,1,L14,2,4060,551,1500,1490
360,60805,21,7,1,L10,2,5885,297,40,1770
360,63710,21,21,1,L9,1,2909,49,760,1110
360,60832,21,7,1,L6,2,5644,992,70,1840
360,98676,27,21,1,L21,1,2560,198,130,600
360,56488,20,7,1,L11,1,6742,257,70,1910
360,26865,8,1,1,L20,1,6036,550,10,1030
420,90800,25,6,1,L11,1,11257,859,250,3430
420,72128,23,1,1,L5,2,9052,614,70,3060
420,87945,25,26,1,L18,1,1048,535,70,240
420,1538,1,8,1,L20,2,4819,669,2720,1210
420,2053,1,9,1,L4,1,5509,45,120,2010
420,9439,2,16,2,L2,1,1175,1324,120,720
420,9439,16,2,3,L262,2,1280,2523,310,440
420,69347,22,6,2,L16,2,5359,2681,930,1400
420,69347,7,10,3,L9,1,2593,4958,30,1150
480,78814,24,27,1,L22,2,2548,1426,670,570
480,90211,25,7,1,L11,1,10126,1103,130,2960
480,2788,1,10,1,L1,1,5114,332,360,2140
480,95728,26,26,1,L18,1,1442,260,200,520
480,62628,21,7,2,L6,2,5644,3090,70,1840
480,62628,6,10,3,L1,1,1797,3498,200,1090
480,44324,10,7,1,L12,1,6173,444,1290,2630
480,45607,10,7,2,L18,2,5266,4879,900,1450
480,45607,6,22,3,L3,1,6932,3505,0,2290
480,76941,23,12,2,L13,1,5957,2975,440,2320
480,76941,12,22,3,L30,2,6709,5156,50,1860
540,83923,24,27,1,L66,2,1123,14,770,430
540,4239,1,21,1,L10,1,8256,1361,720,2980
540,65053,21,21,2,L9,1,994,7794,820,250
540,65053,21,13,3,L21,2,7557,1466,310,1780
540,64105,23,21,1,L10,2,1570,2090,1060,370
540,27646,8,2,1,L7,1,4595,733,1140,1570
540,75783,23,27,2,L5,2,3498,5506,670,1110
540,75783,23,6,3,L9,1,9149,1834,1290,2200
540,58624,22,6,2,L16,2,4580,4760,1190,1140
540,58624,21,2,3,L9,1,10530,1820,30,2320
540,14104,2,3,2,L2,2,2175,6888,10,1780
540,14104,1,22,3,L16,1,8211,2134,310,2690
540,10360,2,8,1,L7,2,3510,202,4260,1130
600,47106,11,6,2,L16,2,2914,4055,1010,720
600,47106,7,2,3,L9,1,6478,2706,30,2490
600,38553,5,2,1,L9,1,2741,952,360,890
600,8337,1,26,1,L20,1,8343,14,440,2060
600,94938,26,27,1,L21,1,6092,981,2340,1450
600,23510,5,8,1,L7,2,7586,0,1620,2770
