cycle,tt1l,tt2l,wt1l,wt2l
3780,2272.456896551724,4606.483516483517,4042.456896551724,5697.7655677655675
3840,2282.0408163265306,4626.8705035971225,4358.9795918367345,5799.208633093525
3900,2284.52,4650.248226950354,4448.12,5774.5390070921985
3960,2270.595238095238,4651.754385964912,4423.1349206349205,5748.105263157895
4020,2253.843137254902,4725.753424657534,4536.6274509803925,5904.041095890411
4080,2229.6153846153848,4788.956228956229,4689.423076923077,5951.010101010101
4140,2219.5801526717555,4822.541254125413,4785.038167938931,6006.105610561056
4200,2177.1739130434785,4806.262295081967,5444.746376811594,6046.393442622951
4260,2187.714285714286,4771.909385113268,5511.357142857143,6205.404530744337
4320,2202.0141342756183,4796.930379746836,5468.975265017668,6445.886075949367
4380,2200.944055944056,4820.3154574132495,5421.153846153846,6456.08832807571
4440,2207.3793103448274,4787.399380804954,5436.758620689655,6554.489164086687
4500,2200.273037542662,4832.239263803681,5440.546075085324,6534.110429447853
4560,2191.322033898305,4908.678678678679,5404.576271186441,6526.9669669669665
4620,2194.448160535117,4914.2477876106195,5355.117056856187,6729.410029498525
4680,2176.55737704918,4944.9271137026235,5307.049180327869,6861.049562682216
4740,2174.064516129032,4887.765363128492,5270.451612903225,7251.648044692737
4800,2162.165605095541,4881.7307692307695,5225.254777070064,7471.895604395604
4860,2166.7295597484276,4882.123655913979,5173.773584905661,7820.833333333333
4920,2177.098765432099,4879.575596816976,5139.475308641975,7860.4509283819625
4980,2185.501519756839,4873.237597911228,5089.51367781155,7880.65274151436
5040,2193.3529411764707,4873.867684478371,5149.235294117647,8135.394402035623
5100,2234.8985507246375,4935.158924205379,5183.275362318841,8479.266503667483
5160,2250.169014084507,4990.214797136038,5146.197183098591,8712.171837708831
5220,2260.558659217877,4963.4965034965035,5137.346368715083,8774.079254079254
5280,2256.9806094182827,4962.018140589569,5108.504155124654,8879.546485260771
5340,2256.353591160221,4962.774049217002,5098.674033149171,8882.662192393736
5400,2273.8274932614554,4983.561946902655,5116.226415094339,8883.67256637168
5460,2251.2169312169312,4950.845986984816,5122.195767195767,9442.733188720174
5520,2245.392670157068,4920.08547008547,5088.691099476439,9683.824786324787
5580,2242.128205128205,4918.598326359833,5120.0,9957.824267782427
5640,2244.325699745547,4912.045454545455,5140.534351145038,10010.433884297521
5700,2247.2911392405063,4908.268041237114,5134.7594936708865,9991.711340206186
5760,2257.688442211055,4922.3456790123455,5201.331658291458,10031.296296296296
5820,2257.688442211055,4906.720977596741,5201.331658291458,10064.786150712831
5880,2255.9553349875932,4895.780933062881,5264.069478908189,10139.290060851927
5940,2251.9656019656018,4912.5697211155375,5258.304668304669,10302.131474103586
6000,2251.0513447432763,4921.996086105675,5261.026894865526,10267.788649706457
6060,2253.1386861313867,4927.859922178988,5257.177615571776,10272.743190661478
6120,2253.1386861313867,4942.807692307692,5257.177615571776,10286.288461538461
6180,2253.1386861313867,4953.326959847036,5257.177615571776,10368.69980879541
6240,2214.690476190476,4955.2919020715635,5695.047619047619,10581.035781544257
6300,2203.3098591549297,4947.742537313433,5832.018779342723,10604.347014925374
6360,2212.6463700234194,4958.884758364312,5818.711943793911,10637.71375464684
6420,2210.5140186915887,4939.87108655617,5811.705607476635,10642.154696132597
6480,2201.6511627906975,4928.171846435101,5950.2558139534885,10632.321755027422
